key,source_text,target_text,status
ars_elemental.adv.desc.air_focus,Acquire a major focus of Air,風のフォーカスを手に入れる,verified
ars_elemental.adv.desc.caster_bag,Acquire a Spellcaster Bag,スペルキャスターの鞄を手に入れる,verified
ars_elemental.adv.desc.curio_bag,Acquire a Trinkets Pouch,装身具のポーチを手に入れる,verified
ars_elemental.adv.desc.earth_focus,Acquire a major focus of Earth,地のフォーカスを手に入れる,verified
ars_elemental.adv.desc.everfull_urn,Acquire an Urn of Endless Waters,無限水の壺を手に入れる,verified
ars_elemental.adv.desc.fire_focus,Acquire a major focus of Fire,火のフォーカスを手に入れる,verified
ars_elemental.adv.desc.firenando_charm,Acquire a Flarecannon Charm,フレアキャノンのお守りを手に入れる,verified
ars_elemental.adv.desc.lesser_air_focus,Acquire a lesser focus of Air,風のフォーカス・劣を手に入れる,verified
ars_elemental.adv.desc.lesser_earth_focus,Acquire a lesser focus of Earth,地のフォーカス・劣を手に入れる,verified
ars_elemental.adv.desc.lesser_fire_focus,Acquire a lesser focus of Fire,火のフォーカス・劣を手に入れる,verified
ars_elemental.adv.desc.lesser_water_focus,Acquire a lesser focus of Water,水のフォーカス・劣を手に入れる,verified
ars_elemental.adv.desc.levitation,Use Launch + Extend Time while wearing an air focus to make a mob levitate,風のフォーカスを装備して、「打ち上げ」+「効果時間延長」でMOBを浮遊させる,verified
ars_elemental.adv.desc.mark_of_mastery,Combine the essences with the tribute and obtain the Mark of Mastery,エッセンスと供物を組み合わせて達人の証を手に入れる,verified
ars_elemental.adv.desc.mirror_shield,Reflect a spell projectile using a spell reflection shield,スペル反射のついた盾で飛翔スペルを跳ね返す,verified
ars_elemental.adv.desc.necrotic_focus,Acquire a Necromancy focus,死霊術のフォーカスを手に入れる,verified
ars_elemental.adv.desc.siren_charm,Acquire a Siren Charm,サイレンのお守りを手に入れる,verified
ars_elemental.adv.desc.spore_blossom,Obtain a Spore Blossom by killing an undead with Grow or Poison Spores,アンデッドを成長や毒の胞子で倒して胞子の花を手に入れる,verified
ars_elemental.adv.desc.summon_dolphin,Summon a dolphin using Summon Steed wearing a water focus,水のフォーカスを装備して「馬召喚」でイルカを召喚する,verified
ars_elemental.adv.desc.summon_skeleton_horse,Summon a skeleton horse using Summon Steed wearing a necromancy focus,死霊術のフォーカスを装備して「馬召喚」でスケルトンホースを召喚する,verified
ars_elemental.adv.desc.summon_strider,Summon a strider using Summon Steed wearing a fire focus,火のフォーカスを装備して「馬召喚」はでストライダーを召喚する,verified
ars_elemental.adv.desc.water_focus,Acquire a major focus of Water,水のフォーカスを手に入れる,verified
ars_elemental.adv.desc.x,,,pending
ars_elemental.adv.title.air_focus,Master of Air,風の達人,verified
ars_elemental.adv.title.caster_bag,Your portable arsenal,持ち運べる武器庫,verified
ars_elemental.adv.title.curio_bag,Never ask a mage what's in their bag,鞄の中身は聞いちゃいけない,verified
ars_elemental.adv.title.earth_focus,Master of Earth,地の達人,verified
ars_elemental.adv.title.everfull_urn,Filled with tears of Nostalgia,懐古の涙でいっぱい,verified
ars_elemental.adv.title.fire_focus,Master of Fire,火の達人,verified
ars_elemental.adv.title.firenando_charm,They call me Firenando Mc Cannon,彼らは私を「ファイアナンド・マク・キャノン」と呼ぶ,verified
ars_elemental.adv.title.lesser_air_focus,The way of Air,風の道,verified
ars_elemental.adv.title.lesser_earth_focus,The way of Earth,地の道,verified
ars_elemental.adv.title.lesser_fire_focus,The way of Fire,火の道,verified
ars_elemental.adv.title.lesser_water_focus,The way of Water,水の道,verified
ars_elemental.adv.title.levitation,"It's ShulkÃ¨r, not ShulkeÃ©r",シュルケアじゃない、シュルカーだ,verified
ars_elemental.adv.title.mark_of_mastery,Elemental Maestro,属性の巨匠,verified
ars_elemental.adv.title.mirror_shield,Feeling like a Prism,プリズムの気持ち,verified
ars_elemental.adv.title.necrotic_focus,A corrupted summoning,邪悪なる召喚術,verified
ars_elemental.adv.title.siren_charm,Not a Manatee,マナティーじゃないよ,verified
ars_elemental.adv.title.spore_blossom,A Blooming Death,満開する死,verified
ars_elemental.adv.title.summon_dolphin,Your personal submarine,あなたの個人用潜水艦,verified
ars_elemental.adv.title.summon_skeleton_horse,The Harbinger,先駆者,verified
ars_elemental.adv.title.summon_strider,It's Striding Time,ストライダーの時間だ,verified
ars_elemental.adv.title.water_focus,Master of Water,水の達人,verified
ars_elemental.adv.title.x,,,pending
ars_elemental.armor_set.air,Aethermancer's Set,空術師シリーズ,verified
ars_elemental.armor_set.air.desc,"Absorb some air-related damage and convert into mana, highly reduce fall damage.",風に関連するダメージを吸収し、マナに変換する。いくら落ちても問題なくなる。,verified
ars_elemental.armor_set.air_heavy,Thunderguard's Set,雷の守神の装甲,translated
ars_elemental.armor_set.air_light,Olympian's Set,オリンピアの装甲,translated
ars_elemental.armor_set.aqua,Aquamancer's Set,水術師シリーズ,verified
ars_elemental.armor_set.aqua.desc,"Absorb some water-related damage and convert into mana, refill air if about to drown.",水に関連するダメージを吸収し、マナに変換する。酸素がなくなった際に酸素を回復させる。,verified
ars_elemental.armor_set.aqua_heavy,Winterguard's Set,冬の守神の装甲,translated
ars_elemental.armor_set.aqua_light,Nereid's Set,ネレイドの装甲,translated
ars_elemental.armor_set.earth,Geomancer's Set,地術師シリーズ,verified
ars_elemental.armor_set.earth.desc,"Absorb some earth-related damage and convert into mana, gives food deep underground if about to starve.",地に関連するダメージを吸収し、マナに変換する。餓死が近い際に地底の食べ物を与える。,verified
ars_elemental.armor_set.earth_heavy,Wealdguard's Set,森の守神の装甲,translated
ars_elemental.armor_set.earth_light,Dryad's Set,ドリアドの装甲,translated
ars_elemental.armor_set.fire,Pyromancer's Set,炎術師シリーズ,verified
ars_elemental.armor_set.fire.desc,"Absorb some fire-related damage and convert into mana, instantly clears fire.",炎に関連するダメージを吸収し、マナに変換する。ついた火が一瞬で消火される。,verified
ars_elemental.armor_set.fire_heavy,Netherguard's Set,ネザーの守神の装甲,translated
ars_elemental.armor_set.fire_light,Pyromaniac's Set,火炎魔の装甲,translated
ars_elemental.armor_set.shift_info,Hold %s for set info,%sを押し続けてセットボーナスを見る,verified
ars_elemental.enchantment_desc.mirror_shield,Can only be applied on the Enchanter's Shield. Gives a chance of reflecting spell projectile while blocking with the shield. 25% per level.,エンチャンターの盾にのみ適用できるエンチャントで、盾が確率で防いだ飛翔スペルを跳ね返すようになります。,verified
ars_elemental.enchantment_desc.soulbound,Prevent the item enchanted from being lost on death.,死んだ際にこれでエンチャントされたアイテムが失われることを防ぎます。,verified
ars_elemental.familiar_desc.firenando_familiar,A Flarecannon Familiar increases the damage of Fire spells by 2 and reduce projectile-based spells cost by 20%%. You can feed it a Magma Cream to get a short Fire Resistance buff. Obtained by performing the Ritual of Binding near a Flarecannon.,フレアキャノンファミリアは火属性のスペルのダメージを2増加させ、魔弾を発射するスペルのマナ消費を20%%減らします。マグマクリームを与えると短時間の「火炎耐性」を付与してくれます。拘束の儀式をフレアキャノンの近くで行うことにより手に入れられます。,verified
ars_elemental.familiar_desc.flashjack_familiar,A Flashjack Familiar increases the damage of Lightning spells by 2 and reduces movement-based spell costs by 20%. You can feed it a Flashpine to get a short Speed and Night Vision buff. Obtained by performing the Ritual of Binding near a Flashjack.,フラッシュジャック・ファミリアは、雷のスペルのダメージを2増加させ、移動ベースのスペルコストを20%削減します。フラッシュパインを与えると、速度と夜間視力のバフが短時間付与されます。フラッシュジャックの近くで結合の儀式を実行することで取得できます。,translated
ars_elemental.familiar_desc.siren_familiar,A Siren Familiar will increase the damage of Water spells by 2. It will also give Dolphin Grace II to the summoner while in water. Obtained by performing the Ritual of Binding near a Siren.,サイレンファミリアは水属性のスペルのダメージを2増加させ、水の中に居る間召喚者に「イルカの好意」レベル2を付与します。拘束の儀式をサイレンの近くで行うことにより手に入れられます。,verified
ars_elemental.familiar_name.firenando_familiar,Flarecannon,フレアキャノン,verified
ars_elemental.familiar_name.flashjack_familiar,Flashjack,フラッシュジャック,translated
ars_elemental.familiar_name.siren_familiar,Siren,サイレン,verified
ars_elemental.flashjack.connect,Flashjack connected to turret,フラッシュジャックがタレットに接続しました,translated
ars_elemental.flashjack.deny,Flashjack will not target this entity,フラッシュジャックはこのエンティティをターゲットしません,translated
ars_elemental.flashjack.deny.remove,Flashjack will target this entity again,フラッシュジャックが再びこのエンティティをターゲットします,translated
ars_elemental.focus.shift_info,Hold %s for more focus info,%sを押し続けるとフォーカスの詳細情報が表示されます,translated
ars_elemental.glyph_desc.glyph_aerial_filter,Stops the spell from resolving if target an aerial creature,空を飛ぶ生物以外にスペルが効果を及ぼさなくなります。,verified
ars_elemental.glyph_desc.glyph_aquatic_filter,Stops the spell from resolving if target an aquatic creature,水生生物以外にスペルが効果を及ぼさなくなります。,verified
ars_elemental.glyph_desc.glyph_arc_projectile,This projectile is affected by gravity. Every Pierce applied will make it bounce one time when it hit the ground.,この射撃体は重力の影響を受けます。適用されたピアスが増えるたびに、地面に衝突した時に1回バウンスします。,translated
ars_elemental.glyph_desc.glyph_bubble_shield,Creates a protective coating that consumes mana to reduce incoming damage. This shielding bubble might also prevent debuff to affect the entity and will dissipate if the mana exhausts while defending. The effect will also shield from magic fire.,マナを消費して受けるダメージを軽減する保護コーティングを作成します。このシールディングバブルはデバフの影響も防ぐ可能性があり、防御中にマナが枯渇すると消散します。このエフェクトは魔法火からもシールドします。,translated
ars_elemental.glyph_desc.glyph_charm,"Try to dominate the mind of enemy, making them fight for you as a temporary ally, a tamable mob, to tame it, or a wild animal, to make it fall in love. Each Amplify and damage dealt raises the chance of successfully charming the target, as stronger mobs will have higher resistance to your control.",対象の思考の支配を試みます。成功すれば、敵を一時的に味方として戦わせたり、飼いならせるMOBをなつかせたり、野生の動物を恋に落とすことができます。敵の体力を減らしたり、「増加」を付けることにより、成功確率を上げることができます。強いMOBにはより効きにくくなります。,verified
ars_elemental.glyph_desc.glyph_conflagrate,"When it hits a target on fire, it causes a detonation that deals damage to all entities in range and sets them on fire. That explosion might spread explosive powder on them, causing them to explode after a while.",炎上しているターゲットに当たると、範囲内のすべてのエンティティにダメージを与える爆発が発生し、それらを炎上させます。その爆発は爆発粉をスプレッドさせることがあり、その後の爆発を引き起こします。,translated
ars_elemental.glyph_desc.glyph_conjure_terrain,"Places Dirt or other terrain blocks. Can be augmented with AoE and Pierce to place more blocks, one Amplify to place cobblestone, two for cobbled deepslate, or one of the following combinations: Followed by ConjureWater, it will place Mud. If augmented with Amplify(s) and followed by Smelt, it will place Stone or Deepslate. If followed by Crush it will place Sand or, if amplified, Sandstone.",土やその他の地形ブロックを効果場所に置きます。「貫通」や「範囲」で一度にたくさんのブロックを置けます。「増加」で丸石を代わりに置き、「水生産」で泥ブロックになり、「増加」と「精錬」で石になり、「粉砕」で砂になり、「粉砕」と「増加」で砂岩に変化します。,verified
ars_elemental.glyph_desc.glyph_discharge,"Discharge an entity affected by static charge or shocked, damaging it and shocking surrounding enemies. If the damage was triggered by static charge, it will be empowered. If the main target had energy-based armors, some of the energy in it will be absorbed to boost damage.",「帯電」や「誘雷」中の相手を放電させ、相手とその周りの者に電撃でダメージを与えます。「誘雷」により発動した場合、ダメージが増加します。相手が電気で動くアーマーを着ていた場合、中のエネルギーを一部奪いダメージに換算します。,verified
ars_elemental.glyph_desc.glyph_envenom,"Poisons the target, dealing damage over time. If the target is already poisoned, the poison will become a more deadly venom. An envenomed target takes more damage from poison spores.",ターゲットを毒状態にし、経時的にダメージを与えます。ターゲットが既に毒状態の場合、毒はより致命的なベノムになります。ベノムに侵されたターゲットは毒胞子からより多くのダメージを受けます。,translated
ars_elemental.glyph_desc.glyph_fiery_filter,Stops the spell from resolving if target a fire immune or fiery creature,火に耐性を持つ生物や火でできた生物以外にスペルが効果を及ぼさなくなります。,verified
ars_elemental.glyph_desc.glyph_homing_projectile,"This projectile seek the nearest entity and follow it, will behave as a classic projectile while there are no valid targets. Players will be targeted only if augmented by Sensitive.",一番近くにあるエンティティに向かって飛んでいきます。対象がなければ通常の「飛翔」と同じように動作します。「繊細」を付けなければプレイヤーを追尾することはありません。,verified
ars_elemental.glyph_desc.glyph_insect_filter,Stops the spell from resolving if target an arthropod creature,虫系生物以外にスペルが効果を及ぼさなくなります。,verified
ars_elemental.glyph_desc.glyph_life_link,"You create a link between your life force and the target's. Any damage dealt to you will be shared with the target and any healing of the target will be shared with you equally. Using sensitive reverses the direction of the link. Cut can sever the life link, ending the effect on both sides.",術者と対象の間に生命力を繋ぐリンクを発生させます。術者が受けるすべてのダメージは対象と共有され、対象が受けるすべての回復効果を術者と共有させます。「切断」でこのリンクを消すことができます,verified
ars_elemental.glyph_desc.glyph_not_aerial_filter,Stops the spell from resolving unless target an aerial creature,空を飛ぶ生物にスペルが効果を及ぼさなくなります。,verified
ars_elemental.glyph_desc.glyph_not_aquatic_filter,Stops the spell from resolving unless target an aquatic creature,水生生物にスペルが効果を及ぼさなくなります。,verified
