key,source_text,target_text,status
block.extended_industrialization.aluminum_tesla_winding,Aluminum Tesla Winding,アルミニウムテスラ巻線,verified
block.extended_industrialization.annealed_copper_tesla_winding,Annealed Copper Tesla Winding,なまし銅テスラ巻線,verified
block.extended_industrialization.blazing_essence,Blazing Essence,灼熱のエッセンス,verified
block.extended_industrialization.bronze_bending_machine,Bronze Bending Machine,青銅の板金加工機,verified
block.extended_industrialization.bronze_composter,Bronze Composter,青銅の堆肥機,verified
block.extended_industrialization.bronze_solar_boiler,Bronze Solar Boiler,青銅のソーラーボイラー,verified
block.extended_industrialization.bronze_waste_collector,Bronze Waste Collector,青銅の排泄物回収機,verified
block.extended_industrialization.composted_manure,Composted Manure,堆肥化された厩肥,verified
block.extended_industrialization.copper_tesla_winding,Copper Tesla Winding,銅テスラ巻線,verified
block.extended_industrialization.distilled_water,Distilled Water,蒸留水,verified
block.extended_industrialization.electric_alloy_smelter,Electric Alloy Smelter,電動合金精錬機,verified
block.extended_industrialization.electric_bending_machine,Electric Bending Machine,電動板金加工機,verified
block.extended_industrialization.electric_brewery,Electric Brewery,電動醸造機,verified
block.extended_industrialization.electric_canning_machine,Electric Canning Machine,電動缶詰機,verified
block.extended_industrialization.electric_composter,Electric Composter,電動堆肥機,verified
block.extended_industrialization.electric_farmer,Electric Farmer,電動農業機,verified
block.extended_industrialization.electric_honey_extractor,Electric Honey Extractor,電動ハチミツ抽出機,verified
block.extended_industrialization.electric_waste_collector,Electric Waste Collector,電動排泄物回収機,verified
block.extended_industrialization.electrum_tesla_winding,Electrum Tesla Winding,エレクトラムテスラ巻線,verified
block.extended_industrialization.ev_tesla_receiver_hatch,EV Tesla Receiver Hatch,EVテスラ受信ハッチ,verified
block.extended_industrialization.honey,Honey,ハチミツ,verified
block.extended_industrialization.hv_solar_panel,HV Solar Panel,HVソーラーパネル,verified
block.extended_industrialization.hv_tesla_receiver_hatch,HV Tesla Receiver Hatch,HVテスラ受信ハッチ,verified
block.extended_industrialization.large_configurable_chest,Large Configurable Chest,大型設定可変チェスト,verified
block.extended_industrialization.large_electric_furnace,Large Electric Furnace,大型電動かまど,verified
block.extended_industrialization.large_electric_macerator,Large Electric Macerator,大型電動粉砕機,verified
block.extended_industrialization.large_steam_furnace,Large Steam Furnace,大型蒸気かまど,verified
