key,source_text,target_text,status
block.compacter.cobbler,Cobbler,コブラー,translated
block.compacter.compacter,Compacter,コンパクター,translated
compacter.craftmode.hollow,Hollow Mode (3x3 no center),空心モード（3x3中央なし）,translated
compacter.craftmode.one_only,Single Item Mode (1x1),単一アイテムモード（1x1）,translated
compacter.craftmode.three_only,Only 3x3 recipes,3x3レシピのみ,translated
compacter.craftmode.three_two,Try 3x3 recipes first,3x3レシピを優先試行,translated
compacter.craftmode.two_only,Only 2x2 recipes,2x2レシピのみ,translated
compacter.craftmode.two_three,Try 2x2 recipes first,2x2レシピを優先試行,translated
compacter.recurse.disabled,Recursive compacting disabled,再帰的圧縮を無効化,translated
compacter.recurse.enabled,Recursive compacting enabled,再帰的圧縮を有効化,translated
itemGroup.compacter,Compacter,コンパクター,translated
