key,source_text,target_text,status
item.rarcompat.mimi_dust,Mimi-Dust,ミミダスト,translated
tooltip.rarcompat.mimi_dust,"When used on a chest, it transforms it into a mimic that drops as many random relics as it originally contained before the transformation.",チェストに使用すると、変身前に含まれていた数と同じ数のランダムなリリックスをドロップするミミックに変身させます。,translated
tooltip.rarcompat.modified,Modified by [Relics: Artifacts Compat],[Relics: Artifacts Compat]により変更されました,translated
tooltip.relics.anglers_hat.ability.catch,Generous Catch,太公望の手腕,translated
tooltip.relics.anglers_hat.ability.catch.description,"Has a %1$s%% chance to increase the amount of catch received. If successful, the ability repeats, adding more catch. This continues until the chance fails, summing all catches.",獲物の数を増やす%1$s%%の確率を持ちます。成功時、能力は繰り返され、さらに多くの獲物を追加します。これは確率が失敗するまで続き、すべての獲物が合計されます。,translated
tooltip.relics.anglers_hat.description,Increases catch during fishing.,釣りの際の獲物の量を増加させます。,translated
tooltip.relics.anglers_hat.leveling_source.catch.description,+%1$s experience points for each additional catch generated by the %2$s ability.,%2$s能力により生成された追加の獲物1つにつき、+%1$s経験値ポイント。,translated
tooltip.relics.anglers_hat.leveling_source.catch.title,Generous Catch,太公望の手腕,translated
tooltip.relics.antidote_vessel.ability.antidote,Poison Resistance,毒耐性,translated
tooltip.relics.antidote_vessel.ability.antidote.description,Reduces the duration of negative effects received by %1$s%%.,受けた負の効果の持続時間を%1$s%%短縮します。,translated
tooltip.relics.antidote_vessel.ability.devourer,Alchemical Touch,錬金術の手,translated
tooltip.relics.antidote_vessel.ability.devourer.description,Each successful attack steals %1$s seconds from all positive effects present on the target.,攻撃成功時、対象にある全ての正の効果から%1$s秒を奪います。,translated
tooltip.relics.antidote_vessel.description,Enhances the relic bearer's resistance to effects.,リリック使用者の効果耐性を強化します。,translated
tooltip.relics.antidote_vessel.leveling_source.antidote.description,+%1$s experience points for each activation of the %2$s ability.,%2$s能力の発動1回につき、+%1$s経験値ポイント。,translated
tooltip.relics.antidote_vessel.leveling_source.antidote.title,Poison Resistance,毒耐性,translated
tooltip.relics.antidote_vessel.leveling_source.devourer.description,+%1$s experience points for each effect stolen using the %2$s ability.,%2$s能力で盗まれた効果1つにつき、+%1$s経験値ポイント。,translated
tooltip.relics.antidote_vessel.leveling_source.devourer.title,Alchemical Touch,錬金術の手,translated
tooltip.relics.bunny_hoppers.ability.hold,Jumper,跳躍者,translated
tooltip.relics.bunny_hoppers.ability.hold.description,Allows high jumps by continuously holding the jump key for up to %1$s seconds.,ジャンプキーを継続的に押し続けることで、最大%1$s秒間の高いジャンプを行えます。,translated
tooltip.relics.bunny_hoppers.description,"Strengthens the relic bearer's legs, allowing them to push off the ground more powerfully.",リリック使用者の脚を強化し、より力強く地面を蹴ることができます。,translated
tooltip.relics.bunny_hoppers.leveling_source.hold.description,+%1$s experience points for each high jump performed using the %2$s ability.,%2$s能力を使用して実行された高いジャンプ1回につき、+%1$s経験値ポイント。,translated
tooltip.relics.bunny_hoppers.leveling_source.hold.title,Jumper,跳躍者,translated
tooltip.relics.charm_of_shrinking.ability.shrinking,Compression,圧縮,translated
tooltip.relics.charm_of_shrinking.ability.shrinking.description,Reduces the player's size by %1$s%%.,プレイヤーのサイズを%1$s%%に縮小します。,translated
tooltip.relics.charm_of_shrinking.description,Allows the relic bearer to shrink their body to access previously unreachable areas.,リリック使用者が体を縮小し、以前は到達不可能だったエリアにアクセスできるようにします。,translated
tooltip.relics.charm_of_sinking.ability.dipping,Diver,ダイバー,translated
tooltip.relics.charm_of_sinking.ability.dipping.description,"While the player stands on the underwater floor, it blocks air consumption and slowly restores its supply by %1$s seconds every second.",プレイヤーが水中の床に立つ間、空気消費を遮断し、毎秒%1$s秒の割合で供給を徐々に回復します。,translated
tooltip.relics.charm_of_sinking.ability.dive,Anchor,錨,translated
tooltip.relics.charm_of_sinking.ability.dive.description,Doubles the player's sinking speed.,プレイヤーの沈む速度を2倍にします。,translated
tooltip.relics.charm_of_sinking.description,Grants the relic bearer's legs the ability to absorb air from the ground.,リリック使用者の脚に地面から空気を吸収する能力を与えます。,translated
tooltip.relics.charm_of_sinking.leveling_source.dipping.description,+%1$s experience points for each touch of the underwater floor.,水中の床への接触1回につき、+%1$s経験値ポイント。,translated
tooltip.relics.charm_of_sinking.leveling_source.dipping.title,Diver,ダイバー,translated
tooltip.relics.chorus_totem.ability.past,Temporal Loop,時間ループ,translated
tooltip.relics.chorus_totem.ability.past.description,Each attack against the relic bearer has a %1$s%% chance per percent of missing health to teleport the attacker to a random location within a %2$s block radius.,リリック使用者への攻撃ごとに、失った体力のパーセンテージあたり%1$s%%の確率で攻撃者を%2$sブロック半径内のランダムな場所にテレポートさせます。,translated
tooltip.relics.chorus_totem.description,Allows the relic bearer to rewind time when making rash decisions.,リリック使用者が軽率な決定をした時に時間を巻き戻すことができます。,translated
tooltip.relics.chorus_totem.leveling_source.past.description,+%1$s experience points for each activation of the %2$s ability.,%2$s能力の発動1回につき、+%1$s経験値ポイント。,translated
tooltip.relics.chorus_totem.leveling_source.past.title,Temporal Loop,時間ループ,translated
tooltip.relics.cloud_in_a_bottle.ability.jump,Air Jump,空中ジャンプ,translated
tooltip.relics.cloud_in_a_bottle.ability.jump.description,Allows up to %1$s additional air jumps.,最大%1$s回の追加空中ジャンプを可能にします。,translated
tooltip.relics.cloud_in_a_bottle.description,"Enhances the relic bearer's agility, allowing for additional jumps in the air.",リリック使用者の敏捷性を強化し、空中での追加ジャンプを可能にします。,translated
