key,source_text,target_text,status
command.solcarrot.foodlist.clear.success,Food list reset!,フードリストがリセットされました！,translated
command.solcarrot.foodlist.no_permissions,You do not have the permissions necessary to apply this command to other players!,このコマンドを他のプレイヤーに適用するために必要な権限がありません！,translated
command.solcarrot.foodlist.size.desc.foods_eaten.plural,You've eaten %s unique foods!,%s個のユニークな食べ物を食べました！,translated
command.solcarrot.foodlist.size.desc.foods_eaten.singular,You've eaten one unique food!,ユニークな食べ物を1つ食べました！,translated
command.solcarrot.foodlist.size.desc.milestone.max,You sadly cannot gain any more health from trying new foods.,申し訳ありませんが、新しい食べ物を試しても、これ以上ヘルスを増やすことはできません。,translated
command.solcarrot.foodlist.size.desc.milestone.more,You need %s more to increase your max health.,あなたの最大ヘルスを増加させるにはあと%s個が必要です。,translated
command.solcarrot.foodlist.sync.success,Food list synchronized!,フードリストが同期されました！,translated
config.solcarrot.base_hearts,Base Hearts,ベースハート,translated
config.solcarrot.food_blacklist,Blacklist,ブラックリスト,translated
config.solcarrot.food_whitelist,Whitelist (disables blacklist),ホワイトリスト（ブラックリストを無効化）,translated
config.solcarrot.hearts_per_milestone,Hearts per Milestone,マイルストーンあたりのハート,translated
config.solcarrot.is_food_tooltip_enabled,Enable Food Tooltip,フードツールチップを有効化,translated
config.solcarrot.milestones,Milestones,マイルストーン,translated
config.solcarrot.minimum_food_value,Minimum Food Value,最小フード値,translated
config.solcarrot.reset_on_death,Reset on Death,死亡時にリセット,translated
config.solcarrot.should_play_milestone_sounds,Enable Milestone Sounds,マイルストーンサウンドを有効化,translated
config.solcarrot.should_show_progress_above_hotbar,Show Progress Above Hotbar,ホットバーの上に進捗を表示,translated
config.solcarrot.should_show_uneaten_foods,Show Uneaten Foods,食べていない食べ物を表示,translated
config.solcarrot.should_spawn_intermediate_particles,Enable Intermediate Particles,中間パーティクルを有効化,translated
config.solcarrot.should_spawn_milestone_particles,Enable Milestone Particles,マイルストーンパーティクルを有効化,translated
gui.solcarrot.food_book.config,Configuration,設定,translated
gui.solcarrot.food_book.config.blacklist,Foods Blacklisted,ブラックリストに登録された食べ物,translated
gui.solcarrot.food_book.config.eaten_cheap_foods,Boring Foods Tasted,退屈な食べ物を試した,translated
gui.solcarrot.food_book.config.hearty_fraction,Nourishing Foods,栄養価の高い食べ物,translated
gui.solcarrot.food_book.config.minimum_food_value,Minimum Food Value,最小フード値,translated
gui.solcarrot.food_book.config.tooltip.blacklist,How many foods have been disabled by the blacklist.,ブラックリストによって無効化された食べ物の数。,translated
gui.solcarrot.food_book.config.tooltip.eaten_cheap_foods,"Out of the %1$s foods that aren't nourishing enough to improve your health, you've eaten %2$s.",あなたの健康を改善するのに十分な栄養価がない%1$s個の食べ物のうち、%2$s個を食べました。,translated
gui.solcarrot.food_book.config.tooltip.hearty_fraction,"Out of %1$s foods, %2$s are nourishing enough to improve your health.",%1$s個の食べ物のうち、%2$s個が健康を改善するのに十分な栄養価があります。,translated
