key,source_text,target_text,status
Block{justdirethings:gooblock_tier1}_dead,Exhausted Primogel Goo,枯れ果てたプリモジェル浸食体,verified
Block{justdirethings:gooblock_tier2}_dead,Exhausted Blazebloom Goo,枯れ果てたブレイズブルーム浸食体,verified
Block{justdirethings:gooblock_tier3}_dead,Exhausted VoidShimmer Goo,枯れ果てたボイドシマー浸食体,verified
Block{justdirethings:gooblock_tier4}_dead,Exhausted Shadowpulse Goo,枯れ果てたシャドウパルス浸食体,verified
block.justdirethings.blazegold_block,Blazegold Block,ブレイズゴールドブロック,verified
block.justdirethings.blockbreakert1,Simple Block Breaker,基本型ブロック破壊機,verified
block.justdirethings.blockbreakert2,Advanced Block Breaker,発展型ブロック破壊機,verified
block.justdirethings.blockplacert1,Simple Block Placer,基本型ブロック設置機,verified
block.justdirethings.blockplacert2,Advanced Block Placer,発展型ブロック設置機,verified
block.justdirethings.blockswappert1,Simple Swapper,基本型交換機,verified
block.justdirethings.blockswappert2,Advanced Swapper,発展型交換機,verified
block.justdirethings.celestigem_block,Celestigem Block,セレスティジェムブロック,verified
block.justdirethings.charcoal,Charcoal Block,木炭ブロック,verified
block.justdirethings.clickert1,Simple Clicker,基本型クリック機,verified
block.justdirethings.clickert2,Advanced Clicker,発展型クリック機,verified
block.justdirethings.coalblock_t1,Primal Coal Block,プライマルコールブロック,verified
block.justdirethings.coalblock_t2,Blaze Ember Block,ブレイズエンバーブロック,verified
block.justdirethings.coalblock_t3,Voidflame Coal Block,ボイドフレイムコールブロック,verified
block.justdirethings.coalblock_t4,Eclipse Ember Block,エクリプスエンバーブロック,verified
block.justdirethings.droppert1,Simple Dropper,基本型ドロッパー,verified
block.justdirethings.droppert2,Advanced Dropper,発展型ドロッパー,verified
block.justdirethings.eclipsealloy_block,Eclipse Alloy Block,エクリプス合金ブロック,verified
block.justdirethings.eclipsegateblock,Eclipse Gate,エクリプスゲート,verified
block.justdirethings.energytransmitter,Energy Transmitter,エネルギー送信機,verified
block.justdirethings.experienceholder,Experience Holder,経験値貯蓄機,verified
block.justdirethings.ferricore_block,Ferricore Block,フェリコアブロック,verified
block.justdirethings.fluidcollectort1,Simple Fluid Collector,基本型液体収集機,verified
block.justdirethings.fluidcollectort2,Advanced Fluid Collector,発展型液体収集機,verified
block.justdirethings.fluidplacert1,Simple Fluid Placer,基本型液体配置機,verified
block.justdirethings.fluidplacert2,Advanced Fluid Placer,発展型液体配置機,verified
block.justdirethings.generatorfluidt1,Simple Fuel Generator,基本型液体燃料発電機,verified
block.justdirethings.generatort1,Simple Coal Generator,基本型固体燃料発電機,verified
block.justdirethings.gooblock_tier1,Primogel Goo,プリモジェル浸食体,verified
block.justdirethings.gooblock_tier2,Blazebloom Goo,ブレイズブルーム浸食体,verified
block.justdirethings.gooblock_tier3,VoidShimmer Goo,ボイドシマー浸食体,verified
block.justdirethings.gooblock_tier4,Shadowpulse Goo,シャドウパルス浸食体,verified
block.justdirethings.goosoil_tier1,Primogel Soil,プリモジェルの耕地,verified
block.justdirethings.goosoil_tier2,Blazebloom Soil,ブレイズブルームの耕地,verified
block.justdirethings.goosoil_tier3,VoidShimmer Soil,ボイドシマーの耕地,verified
block.justdirethings.goosoil_tier4,Shadowpulse Soil,シャドウパルスの耕地,verified
block.justdirethings.inventory_holder,Inventory Holder,インベントリホルダー,verified
block.justdirethings.itemcollector,Item Collector,アイテム収集機,verified
block.justdirethings.paradoxmachine,Paradox Machine,パラドックス機械,verified
block.justdirethings.playeraccessor,Player Accessor,プレイヤーアクセッサー,verified
block.justdirethings.polymorphic_fluid_block,Polymorphic Fluid,多態性液体,verified
block.justdirethings.portal_fluid_block,Portal Fluid,ポータル液,verified
block.justdirethings.raw_blazegold_ore,Raw Blazegold Ore,ブレイズゴールド鉱石,verified
block.justdirethings.raw_celestigem_ore,Raw Celestigem Ore,セレスティジェム鉱石,verified
block.justdirethings.raw_coal_t1_ore,Raw Primal Coal,プライマルコールの原石,verified
block.justdirethings.raw_coal_t2_ore,Raw Blaze Ember,ブレイズエンバーの原石,verified
block.justdirethings.raw_coal_t3_ore,Raw Voidflame Coal,ボイドフレイムコールの原石,verified
block.justdirethings.raw_coal_t4_ore,Raw Eclipse Ember,エクリプスエンバーの原石,verified
block.justdirethings.raw_eclipsealloy_ore,Raw Eclipse Alloy Ore,エクリプス合金鉱石,verified
block.justdirethings.raw_ferricore_ore,Raw Ferricore Ore,フェリコア鉱石,verified
block.justdirethings.refined_t2_fluid_block,Blaze Ember Fuel,ブレイズエンバー燃料,verified
block.justdirethings.refined_t3_fluid_block,Voidflame Fuel,ボイドフレイム燃料,verified
block.justdirethings.refined_t4_fluid_block,Eclipse Ember Fuel,エクリプスエンバー燃料,verified
block.justdirethings.sensort1,Simple Sensor,基本型センサー,verified
block.justdirethings.sensort2,Advanced Sensor,発展型センサー,verified
block.justdirethings.time_crystal_block,Time Crystal Block,タイムクリスタルブロック,verified
block.justdirethings.time_crystal_budding_block,Budding Time Crystal Block,芽生えたタイムクリスタルブロック,verified
block.justdirethings.time_crystal_cluster,Time Crystal Cluster,タイムクリスタルの塊,verified
block.justdirethings.time_crystal_cluster_large,Large Time Crystal Cluster,大きなタイムクリスタルの芽,verified
