key,source_text,target_text,status
block.xnet.advanced_connector,Advanced Connector,応用型コネクタ,translated
block.xnet.antenna,Antenna,アンテナ,translated
block.xnet.antenna_base,Antenna Base,アンテナベース,translated
block.xnet.antenna_dish,Antenna Dish,アンテナディッシュ,translated
block.xnet.connector,Connector,コネクタ,translated
block.xnet.controller,Controller,コントローラー,translated
block.xnet.facade,Facade,ファサード,translated
block.xnet.netcable,Network Cable,ネットワークケーブル,translated
block.xnet.redstone_proxy,Redstone Proxy,レッドストーン プロキシ,translated
block.xnet.redstone_proxy_upd,Redstone Proxy (update),レッドストーン プロキシ (更新),translated
block.xnet.router,Router,ルーター,translated
block.xnet.wireless_router,Wireless Router,ワイヤレス ルーター,translated
item.xnet.advanced_connector_blue,Advanced Blue Connector,応用型 青いコネクタ,translated
item.xnet.advanced_connector_green,Advanced Green Connector,応用型 緑のコネクタ,translated
item.xnet.advanced_connector_red,Advanced Red Connector,応用型 赤いコネクタ,translated
item.xnet.advanced_connector_routing,Advanced Routing Connector (NOT),応用型 ルーティングコネクタ (NOT),translated
item.xnet.advanced_connector_yellow,Advanced Yellow Connector,応用型 黄色いコネクタ,translated
item.xnet.connector_blue,Blue Connector,青いコネクタ,translated
item.xnet.connector_green,Green Connector,緑のコネクタ,translated
item.xnet.connector_red,Red Connector,赤いコネクタ,translated
item.xnet.connector_routing,Routing Connector,ルーティングコネクタ,translated
item.xnet.connector_upgrade,Connector Upgrade Kit,コネクタ アップグレードキット,translated
item.xnet.connector_yellow,Yellow Connector,黄色いコネクタ,translated
item.xnet.facade_blue,Blue Facade,青いファサード,translated
item.xnet.facade_green,Green Facade,緑のファサード,translated
item.xnet.facade_red,Red Facade,赤いファサード,translated
item.xnet.facade_routing,Routing Facade,ルーティングファサード,translated
item.xnet.facade_yellow,Yellow Facade,黄色いファサード,translated
item.xnet.netcable_blue,Blue Network Cable,青いネットワークケーブル,translated
item.xnet.netcable_green,Green Network Cable,緑のネットワークケーブル,translated
item.xnet.netcable_red,Red Network Cable,赤いネットワークケーブル,translated
item.xnet.netcable_routing,Routing Network Cable,ルーティングネットワークケーブル,translated
item.xnet.netcable_yellow,Yellow Network Cable,黄色いネットワークケーブル,translated
item.xnet.xnet_manual,XNet Manual,XNet マニュアル,translated
itemGroup.xnet,XNet,エックスネット,translated
message.xnet.advanced_connector.gold,Allow access to different sides. Supports faster item transfer,異なるサイドへのアクセスを許可します。より高速なアイテム転送をサポート,translated
message.xnet.advanced_connector.header,Place connector next to block or machine that should be connected to the network,ブロックまたはネットワークに接続するマシンの隣にコネクタを配置します,translated
message.xnet.advanced_connector.info,Max RF: ,最大 RF: ,translated
message.xnet.antenna.header,Place one or two antenna's on top of an antenna base,アンテナベースの上に1つまたは2つのアンテナを配置します,translated
message.xnet.antenna.one,One: ,1つ: ,translated
message.xnet.antenna.two,Two: ,2つ: ,translated
message.xnet.antenna_base.header,An antenna base has to be placed on top of a wireless router,アンテナベースはワイヤレスルーターの上に配置する必要があります,translated
message.xnet.antenna_dish.header,An antenna dish has to be placed on top of an antenna base and allows very extreme wireless range,アンテナディッシュはアンテナベースの上に配置する必要があり、非常に長距離のワイヤレス範囲を提供します,translated
message.xnet.antenna_dish.info,Power usage: ,電力消費: ,translated
message.xnet.connector.header,Place connector next to block or machine that should be connected to the network,ブロックまたはネットワークに接続するマシンの隣にコネクタを配置します,translated
message.xnet.connector.info,Max RF: ,最大 RF: ,translated
message.xnet.controller.header,The base block for automation in XNet,XNetのオートメーション用の基本ブロック,translated
message.xnet.facade.gold,Right or sneak-right click on block to mimic. Right or sneak-right click on cable/connector to hide,ブロックをミミック（模倣）するには右クリックまたはShift+右クリック。ケーブル/コネクタを隠すには右クリックまたはShift+右クリック,translated
message.xnet.facade.header,This block can mimic other blocks and be used to cover XNet cables,このブロックは他のブロックをミミック（模倣）でき、XNetケーブルをカバーするために使用できます,translated
message.xnet.facade.info,Mimicking: ,ミミック（模倣）中: ,translated
message.xnet.redstone_proxy.gold,This version does no block update!,このバージョンはブロック更新を行いません！,translated
message.xnet.redstone_proxy.header,Acts as a proxy block for redstone. XNet can connect to this,レッドストーンのプロキシブロックとして機能します。XNetはこれに接続できます,translated
message.xnet.redstone_proxy_upd.gold,This version does a block update!,このバージョンはブロック更新を行います！,translated
message.xnet.redstone_proxy_upd.header,Acts as a proxy block for redstone. XNet can connect to this,レッドストーンのプロキシブロックとして機能します。XNetはこれに接続できます,translated
message.xnet.router.header,With this block you can connect multiple channels (controllers),このブロックで複数のチャネル（コントローラー）を接続できます,translated
message.xnet.shiftmessage,<Press Shift>,<Shiftを押す>,translated
message.xnet.wireless_router.gold,This needs an antenna on top to work!,機能するためにはアンテナが必要です！,translated
message.xnet.wireless_router.header,With this block you can connect multiple channels remotely. Connect this to a normal router using a router cable,このブロックで複数のチャネルをリモートで接続できます。これをルーターケーブルを使って通常のルーターに接続してください,translated
xnet.block.label,Block: ,ブロック: ,translated
xnet.cancel.label,Cancel,キャンセル,translated
xnet.channel.copy.tooltip,Copy this channel to|the clipboard,このチャネルをコピー|クリップボードへ,translated
xnet.channel.edit.tooltip.exist,Edit channel %d|Type: %s,チャネル %d を編集|タイプ: %s,translated
xnet.channel.edit.tooltip.notexist,Edit channel %d,チャネル %d を編集,translated
xnet.channel.enable.tooltip,Enable processing on this channel,このチャネルで処理を有効化,translated
xnet.channel.energy,Energy,エネルギー,translated
xnet.channel.fluid,Fluid,流体,translated
xnet.channel.item,Item,アイテム,translated
xnet.channel.label.formatted,Channel %d,チャネル %d,translated
xnet.channel.logic,Logic,ロジック,translated
xnet.channel.name.label,Channel name,チャネル名,translated
xnet.channel.paste.tooltip,Create a new channel|from the clipboard,新しいチャネルを作成|クリップボードから,translated
xnet.channel.remove.tooltip,Remove this channel,このチャネルを削除,translated
xnet.connector.already.advanced,This connector is already advanced!,このコネクタは既に応用型です！,translated
xnet.connector.copy.tooltip,Copy this connector|to the clipboard,このコネクタをコピー|クリップボードへ,translated
xnet.connector.label,Connector: ,コネクタ: ,translated
xnet.connector.name.tooltip,Set the name of this connector,このコネクタの名前を設定,translated
xnet.connector.paste.tooltip,Create a new connector|from the clipboard,新しいコネクタを作成|クリップボードから,translated
xnet.connector.remove.tooltip,Remove this connector,このコネクタを削除,translated
xnet.connector.upgrade,Sneak right click this on a|normal connector to upgrade it|to an advanced connector,Shift+右クリックでこれを|通常のコネクタに使用して|応用型コネクタにアップグレード,translated
