key,source_text,target_text,status
advancements.checkmate_advancement.descr,Obtain a Quartz and Blackstone Tile,石英タイルと黒い石タイルを入手する,translated
advancements.checkmate_advancement.title,Checkmate!,チェックメイト!,translated
advancements.decoration_101_advancement.descr,Welcome to Decoration Delight!,デコレーション・デライトへようこそ!,translated
advancements.decoration_101_advancement.title,Decoration 101,デコレーション101,translated
advancements.pizza_advancement.descr,Obtain the Cookin Music Disc,クッキン・ミュージック・ディスクを入手する,translated
advancements.pizza_advancement.title,The Sound of Cooking,クッキンの音,translated
advancements.sink_advancement.descr,Use a Sink,シンクを使う,translated
advancements.sink_advancement.title,Splish Splash,ザバザバ,translated
advancements.trash_bin_advancement.descr,Obtain the Trash Bin,ゴミ箱を入手する,translated
advancements.trash_bin_advancement.title,"Bin There, Done That",さようなら、やり遂げたぞ,translated
block.decoration_delight.acacia_counter,Acacia Counter,アカシア製カウンター,translated
block.decoration_delight.acacia_counter_bend,Acacia Counter Bend,アカシア製カウンター・ベンド,translated
block.decoration_delight.acacia_counter_corner,Acacia Counter Corner,アカシア製カウンター・コーナー,translated
block.decoration_delight.acacia_countertop,Acacia Countertop,アカシア製カウンタートップ,translated
block.decoration_delight.acacia_mosaic,Acacia Mosaic,アカシア製モザイク,translated
block.decoration_delight.acacia_stool,Acacia Stool,アカシア製スツール,translated
block.decoration_delight.andesite_tiles,Andesite Tiles,安山岩タイル,translated
block.decoration_delight.birch_counter,Birch Counter,樺製カウンター,translated
block.decoration_delight.birch_counter_bend,Birch Counter Bend,樺製カウンター・ベンド,translated
block.decoration_delight.birch_counter_corner,Birch Counter Corner,樺製カウンター・コーナー,translated
block.decoration_delight.birch_countertop,Birch Countertop,樺製カウンタートップ,translated
block.decoration_delight.birch_mosaic,Birch Mosaic,樺製モザイク,translated
block.decoration_delight.birch_stool,Birch Stool,樺製スツール,translated
block.decoration_delight.crimson_counter,Crimson Counter,真紅材製カウンター,translated
block.decoration_delight.crimson_counter_bend,Crimson Counter Bend,真紅材製カウンター・ベンド,translated
block.decoration_delight.crimson_counter_corner,Crimson Counter Corner,真紅材製カウンター・コーナー,translated
block.decoration_delight.crimson_countertop,Crimson Countertop,真紅材製カウンタートップ,translated
block.decoration_delight.crimson_mosaic,Crimson Mosaic,真紅材製モザイク,translated
block.decoration_delight.crimson_stool,Crimson Stool,真紅材製スツール,translated
block.decoration_delight.dark_oak_counter,Dark Oak Counter,濃い樫製カウンター,translated
block.decoration_delight.dark_oak_counter_bend,Dark Oak Counter Bend,濃い樫製カウンター・ベンド,translated
block.decoration_delight.dark_oak_counter_corner,Dark Oak Counter Corner,濃い樫製カウンター・コーナー,translated
block.decoration_delight.dark_oak_countertop,Dark Oak Countertop,濃い樫製カウンタートップ,translated
block.decoration_delight.dark_oak_mosaic,Dark Oak Mosaic,濃い樫製モザイク,translated
block.decoration_delight.dark_oak_stool,Dark Oak Stool,濃い樫製スツール,translated
block.decoration_delight.diorite_tiles,Diorite Tiles,花崗閃緑岩タイル,translated
block.decoration_delight.granite_tiles,Granite Tiles,花崗岩タイル,translated
block.decoration_delight.jungle_counter,Jungle Counter,ジャングル材製カウンター,translated
block.decoration_delight.jungle_counter_bend,Jungle Counter Bend,ジャングル材製カウンター・ベンド,translated
block.decoration_delight.jungle_counter_corner,Jungle Counter Corner,ジャングル材製カウンター・コーナー,translated
block.decoration_delight.jungle_countertop,Jungle Countertop,ジャングル材製カウンタートップ,translated
block.decoration_delight.jungle_mosaic,Jungle Mosaic,ジャングル材製モザイク,translated
block.decoration_delight.jungle_stool,Jungle Stool,ジャングル材製スツール,translated
block.decoration_delight.oak_counter,Oak Counter,樫製カウンター,translated
block.decoration_delight.oak_counter_bend,Oak Counter Bend,樫製カウンター・ベンド,translated
block.decoration_delight.oak_counter_corner,Oak Counter Corner,樫製カウンター・コーナー,translated
block.decoration_delight.oak_countertop,Oak Countertop,樫製カウンタートップ,translated
block.decoration_delight.oak_mosaic,Oak Mosaic,樫製モザイク,translated
block.decoration_delight.oak_stool,Oak Stool,樫製スツール,translated
block.decoration_delight.quartz_and_blackstone_tiles,Quartz And Blackstone Tiles,石英と黒い石のタイル,translated
block.decoration_delight.sink,Sink,シンク,translated
block.decoration_delight.spice_collection,Spice Collection,スパイス・コレクション,translated
block.decoration_delight.spruce_counter,Spruce Counter,マツ製カウンター,translated
block.decoration_delight.spruce_counter_bend,Spruce Counter Bend,マツ製カウンター・ベンド,translated
block.decoration_delight.spruce_counter_corner,Spruce Counter Corner,マツ製カウンター・コーナー,translated
block.decoration_delight.spruce_countertop,Spruce Countertop,マツ製カウンタートップ,translated
block.decoration_delight.spruce_mosaic,Spruce Mosaic,マツ製モザイク,translated
block.decoration_delight.spruce_stool,Spruce Stool,マツ製スツール,translated
block.decoration_delight.stone_tiles,Stone Tiles,石のタイル,translated
block.decoration_delight.trash_bin,Trash Bin,ゴミ箱,translated
block.decoration_delight.warped_counter,Warped Counter,歪んだ材製カウンター,translated
block.decoration_delight.warped_counter_bend,Warped Counter Bend,歪んだ材製カウンター・ベンド,translated
block.decoration_delight.warped_counter_corner,Warped Counter Corner,歪んだ材製カウンター・コーナー,translated
block.decoration_delight.warped_countertop,Warped Countertop,歪んだ材製カウンタートップ,translated
block.decoration_delight.warped_mosaic,Warped Mosaic,歪んだ材製モザイク,translated
block.decoration_delight.warped_stool,Warped Stool,歪んだ材製スツール,translated
entity.decoration_delight.stool_entity,Stool Entity,スツール・エンティティ,translated
gui.decoration_delight.cabinet_storage.label_cabinet,Cabinet,キャビネット,translated
gui.decoration_delight.cabinet_storage.label_inventory,Inventory,インベントリ,translated
gui.decoration_delight.trash_gui.button_dispose_of_trash,Take out Trash,ゴミを取り出す,translated
gui.decoration_delight.trash_gui.label_trash_bin,Trash Bin,ゴミ箱,translated
item.decoration_delight.cookin_disc,Music Disc,ミュージック・ディスク,translated
item.decoration_delight.cookin_disc.desc,Morkovka - cookin,モルコフカ - クッキン,translated
item.decoration_delight.stool_entity_spawn_egg,Stool Entity Spawn Egg,スツール・エンティティ・スポーン・エッグ,translated
itemGroup.tabdecoration_delight_tab,Decoration Delight,デコレーション・デライト,translated
subtitles.cookin,,,translated
subtitles.cosy,,,translated
