key,source_text,target_text,status
advancements.dimstorage.dimensional_chest,Dimensional Chest,次元チェスト,translated
advancements.dimstorage.dimensional_chest.desc,A more connected inventory,より多くのインベントリに接続可能,translated
advancements.dimstorage.dimensional_tablet,Dimensional Tablet,次元タブレット,translated
advancements.dimstorage.dimensional_tablet.desc,A remote inventory,リモートインベントリ,translated
advancements.dimstorage.dimensional_tank,Dimensional Tank,次元タンク,translated
advancements.dimstorage.dimensional_tank.desc,A multidimensional tank,多次元対応タンク,translated
advancements.dimstorage.root,Dimensional Core,次元コア,translated
advancements.dimstorage.root.desc,The power of dimensions,次元の力,translated
block.dimstorage.dimensional_chest,Dimensional Chest,次元チェスト,translated
block.dimstorage.dimensional_tank,Dimensional Tank,次元タンク,translated
gui.dimstorage.amount,Amount:,量:,translated
gui.dimstorage.change,Change,変更,translated
gui.dimstorage.collecting,Collecting,収集中,translated
gui.dimstorage.eject,Auto-eject,自動排出,translated
gui.dimstorage.empty,Empty,空,translated
gui.dimstorage.frequency,Frequency:,周波数:,translated
gui.dimstorage.gas,Gaseous:,ガス:,translated
gui.dimstorage.idle,Idle,待機中,translated
gui.dimstorage.liquid,Liquid:,液体:,translated
gui.dimstorage.locked,Locked:,ロック中:,translated
gui.dimstorage.luminosity,Luminosity:,光度:,translated
gui.dimstorage.no,No,いいえ,translated
gui.dimstorage.owner,Owner:,所有者:,translated
gui.dimstorage.temperature,Temperature:,温度:,translated
gui.dimstorage.yes,Yes,はい,translated
item.dimstorage.dim_core,Dimensional Core,次元コア,translated
item.dimstorage.dim_wall,Dimensional Wall,次元ウォール,translated
item.dimstorage.dimensional_tablet,Dimensional Tablet,次元タブレット,translated
item.dimstorage.solid_dim_core,Solid Dimensional Core,固体次元コア,translated
itemGroup.dimstorage_tab,DimStorage,ディムストレージ,translated
message.dimstorage.adviceToLink,@7Press Shift + right click to bind a DimChest,@7Shift + 右クリックで DimChest をバインドします,translated
message.dimstorage.changeAutoCollect,@7Press @b@oShift @7+ right click on a non DimChest block to enable/disable autocollect,@7Shift を押したまま DimChest 以外のブロックを右クリックしてオートコレクトの有効/無効を切り替え,translated
message.dimstorage.holdShift,@7Hold @b@oShift @7for details,@7詳細は Shift を押したままにしてください,translated
tooltip.dimstorage.collect,When you are on Collecting it means that DimChest collects all the items in the inventories in a %dx%d area,収集中は DimChest が %dx%d 範囲内のインベントリからすべてのアイテムを収集していることを意味します,translated
