key,source_text,target_text,status
argument.computercraft.argument_expected,Argument expected,引数が期待される,verified
argument.computercraft.computer.distance,Distance to entity,エンティティまでの距離,translated
argument.computercraft.computer.family,Computer family,コンピューターの種類,translated
argument.computercraft.computer.id,Computer ID,コンピューター ID,translated
argument.computercraft.computer.instance,Unique instance ID,一意のインスタンス ID,translated
argument.computercraft.computer.label,Computer label,コンピューターラベル,translated
argument.computercraft.computer.many_matching,Multiple computers matching '%s' (instances %s),'%s'に一致する複数のコンピューター (インスタンス %s),verified
argument.computercraft.computer.no_matching,No computers matching '%s','%s'に一致するコンピュータはありません,verified
argument.computercraft.tracking_field.no_field,Unknown field '%s','%s'は未知のフィールドです,verified
argument.computercraft.unknown_computer_family,Unknown computer family '%s',不明なコンピューターの種類 '%s',translated
block.computercraft.cable,Networking Cable,ネットワークケーブル,verified
block.computercraft.computer_advanced,Advanced Computer,高度なコンピューター,verified
block.computercraft.computer_command,Command Computer,コマンドコンピューター,verified
block.computercraft.computer_normal,Computer,コンピューター,verified
block.computercraft.disk_drive,Disk Drive,ディスクドライブ,verified
block.computercraft.monitor_advanced,Advanced Monitor,高度なモニター,verified
block.computercraft.monitor_normal,Monitor,モニター,verified
block.computercraft.printer,Printer,プリンター,verified
block.computercraft.redstone_relay,Redstone Relay,レッドストーンリレー,translated
block.computercraft.speaker,Speaker,スピーカー,verified
block.computercraft.turtle_advanced,Advanced Turtle,高度なタートル,verified
block.computercraft.turtle_advanced.upgraded,Advanced %s Turtle,高度な%sタートル,verified
block.computercraft.turtle_advanced.upgraded_twice,Advanced %s %s Turtle,高度な%s%sタートル,verified
block.computercraft.turtle_normal,Turtle,タートル,verified
block.computercraft.turtle_normal.upgraded,%s Turtle,%sタートル,verified
block.computercraft.turtle_normal.upgraded_twice,%s %s Turtle,%s%sタートル,verified
block.computercraft.wired_modem,Wired Modem,有線モデム,verified
block.computercraft.wired_modem_full,Wired Modem,有線モデム,verified
block.computercraft.wireless_modem_advanced,Ender Modem,エンダーモデム,verified
block.computercraft.wireless_modem_normal,Wireless Modem,無線モデム,verified
chat.computercraft.wired_modem.peripheral_connected,"Peripheral ""%s"" connected to network","周辺の""%s""のネットワークに接続されました",verified
chat.computercraft.wired_modem.peripheral_disconnected,"Peripheral ""%s"" disconnected from network","周辺の""%s""のネットワークから切断されました",verified
commands.computercraft.desc,The /computercraft command provides various debugging and administrator tools for controlling and interacting with computers.,/computercraft コマンドは、コンピュータとの制御および対話するためのさまざまなデバッグツールと管理者ツールを提供します。,verified
commands.computercraft.dump.action,View more info about this computer,このコンピュータの詳細を表示します,verified
commands.computercraft.dump.desc,"Display the status of all computers or specific information about one computer. You can specify the computer's instance id (e.g. 123), computer id (e.g #123) or label (e.g. ""@My Computer"").","すべてのコンピューターの状態、または一台のコンピューターの特定の情報を表示する。 コンピュータのインスタンスID (例えば 123), コンピュータID (例えば #123) またはラベル (例えば \""@My Computer\"") を指定することができます。",verified
commands.computercraft.dump.open_path,View this computer's files,このコンピュータのファイルを表示します,verified
commands.computercraft.dump.synopsis,Display the status of computers.,コンピュータの状態を表示します。,verified
commands.computercraft.generic.additional_rows,%d additional rows…,%d行を追加…,verified
commands.computercraft.generic.exception,Unhandled exception (%s),未処理の例外 (%s),verified
commands.computercraft.generic.no,N,いいえ,translated
commands.computercraft.generic.yes,Y,はい,translated
commands.computercraft.help.desc,Displays this help message,このヘルプメッセージを表示します,verified
commands.computercraft.help.no_children,%s has no sub-commands,%s にサブコマンドはありません,verified
commands.computercraft.help.no_command,No such command '%s',%s というコマンドはありません,verified
commands.computercraft.help.synopsis,Provide help for a specific command,特定のコマンドのヘルプを提供します,verified
commands.computercraft.queue.desc,"Send a computer_command event to a command computer, passing through the additional arguments. This is mostly designed for map makers, acting as a more computer-friendly version of /trigger. Any player can run the command, which would most likely be done through a text component's click event.",追加の引数を通過する computer_command インベントをコマンドコンピューターに送信します。これは主にマップメーカーのために設計されており、よりコンピュータフレンドリーバージョンの /trigger として機能します。 どのプレイヤーでもコマンドを実行できます。これは、テキストコンポーネントのクリックイベントを介して行われる可能性があります。,verified
commands.computercraft.queue.synopsis,Send a computer_command event to a command computer,computer_command インベントをコマンドコンピューターに送信します,verified
commands.computercraft.shutdown.desc,"Shutdown the listed computers or all if none are specified. You can specify the computer's instance id (e.g. 123), computer id (e.g #123) or label (e.g. ""@My Computer"").","指定されたコンピュータ、指定されていない場合はすべてのコンピュータをシャットダウンします。 コンピュータのインスタンスID (例えば 123), コンピュータID (例えば #123) またはラベル (例えば \""@My Computer\"") を指定することができます。",verified
commands.computercraft.shutdown.done,Shutdown %s/%s computers,%s/%s コンピューターをシャットダウンしました,verified
commands.computercraft.shutdown.synopsis,Shutdown computers remotely.,コンピュータをリモートでシャットダウンする。,verified
commands.computercraft.synopsis,Various commands for controlling computers.,コンピュータを制御するためのさまざまなコマンド。,verified
commands.computercraft.tp.action,Teleport to this computer,このコンピューターへテレポートします,verified
commands.computercraft.tp.desc,Teleport to the location of a computer. You can either specify the computer's instance id (e.g. 123) or computer id (e.g #123).,コンピュータの場所にテレポート.コンピュータのインスタンスID（例えば 123）またはコンピュータID（例えば #123）を指定することができます。,verified
commands.computercraft.tp.synopsis,Teleport to a specific computer.,特定のコンピュータにテレポート。,verified
commands.computercraft.track.desc,"Track how long computers execute for, as well as how many events they handle. This presents information in a similar way to /forge track and can be useful for diagnosing lag.",コンピュータの実行時間を追跡するだけでなく、イベントを確認することができます。 これは /forge と同様の方法で情報を提示し、遅れを診断するのに役立ちます。,verified
commands.computercraft.track.dump.computer,Computer,コンピューター,verified
commands.computercraft.track.dump.desc,Dump the latest results of computer tracking.,コンピュータの最新の追跡結果をダンプしてください。,verified
commands.computercraft.track.dump.no_timings,No timings available,利用可能なタイミングはありません,verified
commands.computercraft.track.dump.synopsis,Dump the latest track results,最新の追跡結果をダンプしてください,verified
commands.computercraft.track.start.desc,Start tracking all computers' execution times and event counts. This will discard the results of previous runs.,すべてのコンピュータの実行時間とイベント数の追跡を開始します。 これにより、以前の実行結果が破棄されます。,verified
commands.computercraft.track.start.stop,Run %s to stop tracking and view the results,トラッキングを停止して結果を表示するには %s を実行してください,verified
commands.computercraft.track.start.synopsis,Start tracking all computers,すべてのコンピュータの追跡を開始します,verified
commands.computercraft.track.stop.action,Click to stop tracking,追跡を中止するためにクリックしてください,verified
commands.computercraft.track.stop.desc,Stop tracking all computers' events and execution times,すべてのコンピュータのイベントと実行時間の追跡を停止します,verified
commands.computercraft.track.stop.not_enabled,Not currently tracking computers,現在コンピュータを追跡していません,verified
commands.computercraft.track.stop.synopsis,Stop tracking all computers,すべてのコンピュータの追跡を停止します,verified
commands.computercraft.track.synopsis,Track execution times for computers.,コンピュータの実行時間を追跡します。,verified
