key,source_text,target_text,status
config.group.value,Value,値,translated
delete_item,Do you want to delete %s?,%sを削除しますか？,translated
dimension.ae2.spatial_storage,AE2 Spatial Storage,AE2 空間ストレージ,translated
dimension.hyperbox.hyperbox,Hyperbox,ハイパーボックス,translated
dimension.minecraft.overworld,Overworld,オーバーワールド,translated
dimension.minecraft.the_end,The End,ジ・エンド,translated
dimension.minecraft.the_nether,The Nether,ネザー,translated
ftblibrary.client_settings,Client Config,クライアント設定,translated
ftblibrary.client_settings.sidebar,Sidebar Buttons,サイドバーボタン,translated
ftblibrary.client_settings.sidebar.enabled,Enable Sidebar Buttons,サイドバーボタンを有効にする,translated
ftblibrary.client_settings.sidebar.position,Position of Sidebar Buttons,サイドバーボタンの位置,translated
ftblibrary.client_settings.tooltips,Tooltips,ツールチップ,translated
ftblibrary.client_settings.tooltips.fluid_modname,Show Mod Name in Fluid Select GUI,流体選択GUIにModNameを表示,translated
ftblibrary.client_settings.tooltips.image_modname,Show Mod Name in Image Select GUI,画像選択GUIにModNameを表示,translated
ftblibrary.client_settings.tooltips.item_modname,Show Mod Name in Item Select GUI,アイテム選択GUIにModNameを表示,translated
ftblibrary.empty,Empty,空,translated
ftblibrary.gui.disabled,Disabled,無効,translated
ftblibrary.gui.edit_tag_name,Edit Tag Name,タグ名を編集,translated
ftblibrary.gui.edit_tag_value,Edit Tag Value,タグ値を編集,translated
ftblibrary.gui.enabled,Enabled,有効,translated
ftblibrary.gui.error,Error!,エラー!,translated
ftblibrary.gui.key_reference,Key Reference,キー参照,translated
ftblibrary.gui.listSize,%d items,%d個のアイテム,translated
ftblibrary.gui.listSize1,1 item,1個のアイテム,translated
ftblibrary.gui.nbt_copied,NBT copied to clipboard,NBTがクリップボードにコピーされました,translated
ftblibrary.gui.no_selection,Nothing Selected,何も選択されていません,translated
ftblibrary.gui.search,Search...,検索...,translated
ftblibrary.mb,%d mB of %s,%sの%d mB,translated
ftblibrary.palette.blues,Blues,ブルー,translated
ftblibrary.palette.chat,Chat Colors,チャットカラー,translated
ftblibrary.palette.dye,Dye Colors,染料カラー,translated
ftblibrary.palette.greens,Greens,グリーン,translated
ftblibrary.palette.nord,Nord Theme,Nordテーマ,translated
ftblibrary.palette.recent,Recent Colors,最近のカラー,translated
ftblibrary.palette.reds,Reds,レッド,translated
ftblibrary.panel.position.bottom,Bottom,下部,translated
ftblibrary.panel.position.bottom_left,Bottom Left,左下,translated
ftblibrary.panel.position.bottom_right,Bottom Right,右下,translated
ftblibrary.panel.position.left,Left,左,translated
ftblibrary.panel.position.right,Right,右,translated
ftblibrary.panel.position.top,Top,上部,translated
ftblibrary.panel.position.top_left,Top Left,左上,translated
ftblibrary.panel.position.top_right,Top Right,右上,translated
ftblibrary.select_entity.all_entities,All Living Entities,すべての生きているエンティティ,translated
ftblibrary.select_fluid.gui,Select Fluid,流体を選択,translated
ftblibrary.select_fluid.list_mode.all,All Fluids,すべての流体,translated
ftblibrary.select_image.all_images,All Images,すべての画像,translated
ftblibrary.select_image.rescan,Rescan Images,画像を再スキャン,translated
ftblibrary.select_image.scanning,Scanning for images: this could take a few seconds...,画像をスキャン中: これは数秒かかる可能性があります...,translated
ftblibrary.select_item.caps,Edit Capabilities,キャパビリティを編集,translated
ftblibrary.select_item.count,Set Size,サイズを設定,translated
ftblibrary.select_item.display_name,Set Display Name,表示名を設定,translated
ftblibrary.select_item.list_mode,List Mode,リストモード,translated
ftblibrary.select_item.list_mode.all,All Items,すべてのアイテム,translated
ftblibrary.select_item.list_mode.emi,EMI,,pending
ftblibrary.select_item.list_mode.inv,Inventory,インベントリ,translated
ftblibrary.select_item.list_mode.jei,JEI,,pending
ftblibrary.select_item.list_mode.rei,REI,,pending
ftblibrary.select_item.nbt,"Edit NBT
§7Left-click: quick string editor
§7Right-click: interactive NBT editor","NBTを編集
§7左クリック: クイック文字列エディタ
§7右クリック: インタラクティブNBTエディタ",translated
ftblibrary.server_settings,Server Config,サーバー設定,translated
ftblibrary.unsaved_changes,Discard unsaved changes?,保存されていない変更を破棄しますか？,translated
gui.accept,Accept,受け入れる,translated
gui.active,Active,有効,translated
gui.add,Add,追加,translated
gui.added,Added,追加されました,translated
gui.blacklist,Blacklist,ブラックリスト,translated
gui.close,Close,閉じる,translated
gui.collapse_all,Collapse All,すべて折りたたむ,translated
gui.color,Color,色,translated
gui.copy,Copy,コピー,translated
gui.cut,Cut,カット,translated
gui.download,Download,ダウンロード,translated
gui.downloaded,Downloaded,ダウンロード完了,translated
gui.downloading,Downloading...,ダウンロード中...,translated
gui.expand_all,Expand All,すべて展開,translated
gui.inactive,Inactive,無効,translated
gui.infinite,Infinite,無限,translated
gui.info,Info,情報,translated
gui.loaded,Loaded,ロード済み,translated
gui.move,Move,移動,translated
gui.offline,Offline,オフライン,translated
gui.online,Online,オンライン,translated
gui.open,Open,開く,translated
gui.other,Other,その他,translated
gui.paste,Paste,貼り付け,translated
gui.remove,Remove,削除,translated
gui.removed,Removed,削除されました,translated
gui.rename,Rename,名前変更,translated
gui.saved,Saved,保存されました,translated
gui.search_box,Search...,検索...,translated
gui.server_forced,Server Forced: %s,サーバー強制: %s,translated
gui.settings,Settings,設定,translated
gui.update,Update,更新,translated
gui.updated,Updated,更新されました,translated
gui.whitelist,Whitelist,ホワイトリスト,translated
item.ftblibrary.fluid_container,Fluid Container,流体コンテナ,translated
item.ftblibrary.fluid_container.use,Right-click on a tank to empty the container,タンク上で右クリックしてコンテナを空にする,translated
item.ftblibrary.icon_item,FTB Icon,FTBアイコン,translated
itemGroup.ftbsuite.creative_tab,FTB Suite,,pending
lat_support,Like this mod? Click to support my projects!,このModが好きですか？クリックして私のプロジェクトをサポートしてください！,translated
sidebar_button.ftblibrary.config,FTB Library Client Config,FTB Library クライアント設定,translated
sidebar_button.ftblibrary.config.enter_edit_mode,Right-click to edit sidebar buttons,右クリックしてサイドバーボタンを編集,translated
sidebar_button.ftblibrary.config.tooltip,Open FTB Client Library config,FTBクライアントライブラリ設定を開く,translated
sidebar_button.ftblibrary.toggle.day,Set time to Day,時刻を昼間に設定,translated
sidebar_button.ftblibrary.toggle.day.tooltip,Sets daytime,昼間に設定,translated
sidebar_button.ftblibrary.toggle.gamemode,Toggle Gamemode,ゲームモードをトグル,translated
sidebar_button.ftblibrary.toggle.gamemode.tooltip,Toggles between survival and creative mode,サバイバルとクリエイティブモード間でトグル,translated
sidebar_button.ftblibrary.toggle.night,Set time to Night,時刻を夜間に設定,translated
sidebar_button.ftblibrary.toggle.night.tooltip,Sets nighttime,夜間に設定,translated
sidebar_button.ftblibrary.toggle.rain,Toggle Rain,雨をトグル,translated
sidebar_button.ftblibrary.toggle.rain.tooltip,Toggles weather between clear and raining,天気をクリアと雨の間でトグル,translated
sidebar_group.ftblibrary.cheat,FTB Library — Cheats,,pending
sidebar_group.ftblibrary.info,FTB Library — Info,,pending
sidebar_group.ftblibrary.util,FTB Library — Utilities,,pending
