key,source_text,target_text,status
block.ae2things.advanced_inscriber,Advanced Inscriber,応用インスクライバー,translated
block.ae2things.crystal_growth,Crystal Growth Chamber,結晶成長チャンバー,translated
command.ae2things.getuuid_fail_notdisk,"Error, given item is not a DISK.",エラー: 指定されたアイテムはディスクではありません。,translated
command.ae2things.getuuid_fail_nouuid,"Error, given DISK is empty/no uuid found.",エラー: 指定されたディスクは空であるか、UUIDが見つかりません。,translated
command.ae2things.getuuid_success,UUID of given DISK is: [%s],指定されたディスクのUUIDは: [%s],translated
command.ae2things.recover_fail,Failed to recover DISK Drive: UUID [%s] does not exist.,ディスクドライブの回復に失敗しました: UUID [%s] は存在しません。,translated
command.ae2things.recover_success,%s has recovered a DISK Drive with the UUID of [%s].,%s はUUID [%s] のディスクドライブを回復しました。,translated
gui.ae2things.advanced_inscriber,Advanced Inscriber,応用インスクライバー,translated
gui.ae2things.crystal_growth,Crystal Growth Chamber,結晶成長チャンバー,translated
item.ae2things.disk_drive_16k,16k ME DISK Drive,16k ME ディスクドライブ,translated
item.ae2things.disk_drive_1k,1k ME DISK Drive,1k ME ディスクドライブ,translated
item.ae2things.disk_drive_256k,256k ME DISK Drive,256k ME ディスクドライブ,translated
item.ae2things.disk_drive_4k,4k ME DISK Drive,4k ME ディスクドライブ,translated
item.ae2things.disk_drive_64k,64k ME DISK Drive,64k ME ディスクドライブ,translated
item.ae2things.disk_housing,ME DISK Housing,ME ディスクハウジング,translated
itemGroup.ae2things.item_group,AE2Things,AE2 Things,translated
text.ae2things.disk_drives,ME DISK Drives,ME ディスクドライブ,translated
