key,source_text,target_text,status
_comment,------ On the Dynamics of Integration contents ------,# アスペクト,translated
advancement.integrateddynamics.arithmetic_addition,Arithmetic Addition,算数の追加,verified
advancement.integrateddynamics.arithmetic_addition.desc,Add two §eNumbers§7 and display the result.,2つの§e数値§7を追加して結果を表示する。,verified
advancement.integrateddynamics.block_reading,Block Reading,ブロックリーディング,verified
advancement.integrateddynamics.block_reading.desc,Craft a Block Reader,ブロックリーダーをクラフトする,verified
advancement.integrateddynamics.cables_logic,"Cables, for logic",ロジック用ケーブル,verified
advancement.integrateddynamics.cables_logic.desc,Craft a Logic Cable,ロジックケーブルをクラフトする,verified
advancement.integrateddynamics.constant_definition,Constant Definition,定数定義,verified
advancement.integrateddynamics.constant_definition.desc,Define a constant §6Integer§7 Variable Card.,定数の§6整数§7を変数カードに定義する。,verified
advancement.integrateddynamics.creeper_taming,Creeper Taming,クリーパー調教,verified
advancement.integrateddynamics.creeper_taming.desc,Show the HP of a Creeper in a Display Panel,表示パネルにクリーパーのHPを表示する,verified
advancement.integrateddynamics.drying,Drying like a boss,上手に乾かす,verified
advancement.integrateddynamics.drying.desc,Craft a Drying Basin.,乾燥槽をクラフトする。,verified
advancement.integrateddynamics.dynamic_additions,Dynamic Additions,動的加算,verified
advancement.integrateddynamics.dynamic_additions.desc,Invoke the addition Operator dynamically,加算演算子を動的に呼び出す,verified
advancement.integrateddynamics.dynamic_list_filtering,Dynamic List Filtering,動的リストフィルタリング,verified
advancement.integrateddynamics.dynamic_list_filtering.desc,"Filter an Integer list 1, 10 and 100 to 10.",整数リスト1、10、100を10にフィルタリングする。,verified
advancement.integrateddynamics.inventory_reading,Inventory Reading,インベントリリーディング,verified
advancement.integrateddynamics.inventory_reading.desc,Craft an Inventory Reader,インベントリリーダーをクラフトする,verified
advancement.integrateddynamics.item_origin_identification,Item Origin Identification,アイテム起源の識別,verified
advancement.integrateddynamics.item_origin_identification.desc,Get the mod name of an Item.,アイテムのMod名を取得する。,verified
advancement.integrateddynamics.lectern_book,Lectern NBT Book,書見台NBT本,verified
advancement.integrateddynamics.lectern_book.desc,Read the Book NBT field inside a Lectern block on the NBT tag read from a Block Reader.,ブロックリーダーから読み取ったNBTタグの書見台ブロック内の本のNBTを読み込む。,verified
advancement.integrateddynamics.lectern_book_name,Lectern NBT Book Name,書見台NBT本名,verified
advancement.integrateddynamics.lectern_book_name.desc,Read the name (id) of a book inside a Lectern block by applying an NBT Path expression on the NBT tag read from a Block Reader.,ブロックリーダーから読み取ったNBTタグにNBTパス式を適用して、書見台ブロック内の本の名前(ID)を読み込む。,verified
advancement.integrateddynamics.lectern_data,Lectern NBT,書見台NBT,verified
advancement.integrateddynamics.lectern_data.desc,"Read the NBT tag from a machine using a Block Reader, such as the Lectern.",書見台などのブロックリーダーを使用して、マシンからNBTタグを読み取る。,verified
advancement.integrateddynamics.logic_programming,Logic Programming,ロジックプログラミング,verified
advancement.integrateddynamics.logic_programming.desc,Open a Logic Programmer's GUI,ロジックプログラマーのGUIを開く,verified
advancement.integrateddynamics.logical_list_building,Logical List Building,ロジカルリスト構築,verified
advancement.integrateddynamics.logical_list_building.desc,"Construct a static List with §6Integers§7 1, 10 and 100.","§6整数§7 1, 10, 100 を使って静的なリストを作成する。",verified
advancement.integrateddynamics.machine_reading,Machine Reading,マシンリーディング,verified
advancement.integrateddynamics.machine_reading.desc,Craft a Machine Reader,マシンリーダーをクラフトする,verified
advancement.integrateddynamics.meneglin_discovery,Meneglin Discovery,メネグリン発見,verified
advancement.integrateddynamics.meneglin_discovery.desc,"Chop down a Menril tree, which can most easily be found in Meneglin biomes.",メネグリンバイオームで最も簡単に見つかるメンリルの木を伐採します。,verified
advancement.integrateddynamics.menril_production,Menril Production,メンリルの生産,verified
advancement.integrateddynamics.menril_production.desc,Process Menril Log into Menril Resin and dry it to obtain Crystallized Menril.,メンリルの木をメンリル樹脂に加工し、乾燥させて結晶化したメンリルを取得します。,verified
advancement.integrateddynamics.menril_wrenching,Menril Wrenching,メンリルレンチング,verified
advancement.integrateddynamics.menril_wrenching.desc,Craft a Wrench,レンチをクラフトする,verified
advancement.integrateddynamics.networks_logic,"Networks, for logic",ロジック用ネットワーク,verified
advancement.integrateddynamics.networks_logic.desc,Build a logic network with at least 10 connected Logic Cables.,少なくとも10本のロジックケーブルを接続してロジックネットワークを構築します。,verified
advancement.integrateddynamics.recipe_creation,Recipe Creation,レシピ作成,verified
advancement.integrateddynamics.recipe_creation.desc,Visually create a §8Recipe§7 using the Logic Programmer.,ロジックプログラマーを使用して、視覚的に§8レシピ§7を作成する。,verified
advancement.integrateddynamics.recipe_lookup,Recipe Lookup,レシピ検索,verified
advancement.integrateddynamics.recipe_lookup.desc,Dynamically lookup the recipe of a Chest using a Machine Reader.,チェストのレシピをマシンリーダーで動的に調べる。,verified
advancement.integrateddynamics.recipe_reading,Recipe Reading,レシピ読み込み中,verified
advancement.integrateddynamics.recipe_reading.desc,Read the list of recipes from a machine (like the Crafting Table) using a Machine Reader.,マシンリーダーを使用して、マシン(作業台など)からレシピのリストを読み込む。,verified
advancement.integrateddynamics.recursive_recursion,Recursive Recursion,再帰的再帰,verified
advancement.integrateddynamics.recursive_recursion.desc,"Create an infinite List, and display it in a Display Panel",無限リストを作成し、それを表示パネルに表示する,verified
advancement.integrateddynamics.redstone_capturing,Redstone Capturing,レッドストーンキャプチャ中,verified
advancement.integrateddynamics.redstone_capturing.desc,Make a variable card for a redstone §6Integer§7 value.,レッドストーン§6整数§7値の変数カードを作成する。,verified
advancement.integrateddynamics.redstone_observement,Redstone Observement,レッドストーン観察記録,verified
advancement.integrateddynamics.redstone_observement.desc,Place an §6Integer§7 variable card in a Display Panel.,表示パネルに§6整数§7の変数カードを配置する。,verified
advancement.integrateddynamics.redstone_reading,Redstone Reading,レッドストーンリーディング,verified
advancement.integrateddynamics.redstone_reading.desc,Craft a Redstone Reader,レッドストーンリーダーをクラフトする,verified
