key,source_text,target_text,status
bdlib.config.power.activation,Activation Energy,起動エネルギー,translated
bdlib.config.power.capacity,Energy Capacity,エネルギー容量,translated
bdlib.config.power.maxinput,Maximum Energy Input,最大エネルギー入力,translated
bdlib.dumpregistry.error,Failed to dump registries: %s,レジストリのダンプに失敗しました: %s,translated
bdlib.dumpregistry.saved,Registries dumped to %s,レジストリを %s にダンプしました,translated
bdlib.format.amount.unit,%s %s,,verified
bdlib.format.cap,%s/%s,,verified
bdlib.format.cap.unit,%s/%s %s,,verified
bdlib.format.rate,%s/t,,verified
bdlib.format.rate.unit,%s %s/t,,verified
bdlib.label.empty,Empty,空,translated
bdlib.multiblock.disabled,Disabled,無効,translated
bdlib.multiblock.face.down,Bottom,下,translated
bdlib.multiblock.face.east,East,東,translated
bdlib.multiblock.face.north,North,北,translated
bdlib.multiblock.face.south,South,南,translated
bdlib.multiblock.face.up,Top,上,translated
bdlib.multiblock.face.west,West,西,translated
bdlib.multiblock.incomplete,"This machine is incomplete, it requires at least:",このマシンは不完全です。最低限必要なものは:,translated
bdlib.multiblock.incomplete.entry,- %s %s,,verified
bdlib.multiblock.notconnected,Not connected to a valid machine,有効なマシンに接続されていません,translated
bdlib.multiblock.tip.controller,Possible modules:,,verified
bdlib.multiblock.tip.module,Can be installed in:,,verified
bdlib.multiblock.tip.module.max,* %s (up to %s),,verified
bdlib.multiblock.tip.module.range,* %s (%s - %s),,verified
bdlib.multiblock.tip.output.pos,"%s, %s, %s - %s",,verified
bdlib.multiblock.toomanyoutputs,"Too many outputs connected, unable to attach new connection",接続されているアウトプットが多すぎます。新しい接続を追加できません,translated
bdlib.oredistribution.entry,%s %s - %s (%s%%),,verified
bdlib.oredistribution.error,Failed to save ore distribution dump: %s,鉱石分布ダンプの保存に失敗しました: %s,translated
bdlib.oredistribution.saved,Ore distribution dumped to %s,鉱石分布を %s にダンプしました,translated
bdlib.oredistribution.start1,"Checking ore distribution in (%s,%s,%s) to (%s,%s,%s) dim %s","(%s,%s,%s) から (%s,%s,%s) ディメンション %s の鉱石分布を確認中",translated
bdlib.oredistribution.start2,Server may lag for a while,サーバーがしばらくの間ラグが発生する可能性があります,translated
bdlib.oredistribution.usage,Usage: /oredistribution <radius> [<min height>] [<max height>] [--file],使用方法: /oredistribution <radius> [<min height>] [<max height>] [--file],translated
bdlib.oredistribution.warn,%s Warning: %s has multiple variants generated:,%s 警告: %s は複数のバリアントが生成されています:,translated
bdlib.rsmode.always,Always ON,常にON,translated
bdlib.rsmode.never,Disabled,無効,translated
bdlib.rsmode.rs_off,Disable on redstone,レッドストーン信号で無効化,translated
bdlib.rsmode.rs_on,Enable on redstone,レッドストーン信号で有効化,translated
bdlib.unit.fe,FE,,verified
bdlib.unit.mb,mB,,verified
