key,source_text,target_text,status
_comment,STRINGS - PRECIPITATION,STRINGS - PRECIPITATION,translated
item.naturescompass.naturescompass,Nature's Compass,自然のコンパス,verified
string.naturescompass.average,Average,平均,verified
string.naturescompass.back,Back,戻る,verified
string.naturescompass.baseHeight,Base Height,基準の高度,verified
string.naturescompass.biome,Biome,バイオーム,verified
string.naturescompass.category,Category,カテゴリー,verified
string.naturescompass.climate,Climate,気候,verified
string.naturescompass.cold,Cold,寒い,verified
string.naturescompass.coordinates,Coordinates,座標,verified
string.naturescompass.distance,Distance,距離,verified
string.naturescompass.fillerBlock,Filler Block,繋ぎのブロック,verified
string.naturescompass.found,Found,発見済み,verified
string.naturescompass.heightVariation,Height Variation,高度の変化,verified
string.naturescompass.high,High,高い,verified
string.naturescompass.highHumidity,High Humidity,高湿度,verified
string.naturescompass.info,Info,情報,verified
string.naturescompass.low,Low,低い,verified
string.naturescompass.medium,Medium,普通,verified
string.naturescompass.name,Name,名前,verified
string.naturescompass.none,None,なし,verified
string.naturescompass.notFound,Not Found,未発見,verified
string.naturescompass.precipitation,Precipitation,降水,verified
string.naturescompass.radius,Radius,半径,verified
string.naturescompass.rain,Rain,雨,verified
string.naturescompass.rainfall,Rainfall,降水量,verified
string.naturescompass.samples,Samples,サンプル,verified
string.naturescompass.search,Search,検索,verified
string.naturescompass.searching,Searching,検索中,verified
string.naturescompass.selectBiome,Select Biome,バイオームを選ぶ,verified
string.naturescompass.snow,Snow,雪,verified
string.naturescompass.sortBy,Sort By,並び替え,verified
string.naturescompass.source,Source,ソース,verified
string.naturescompass.startSearch,Start Search,検索する,verified
string.naturescompass.status,Status,ステータス,verified
string.naturescompass.teleport,Teleport,テレポート,verified
string.naturescompass.temperature,Temperature,気温,verified
string.naturescompass.topBlock,Top Block,表面のブロック,verified
string.naturescompass.veryHigh,Very High,とても高い,verified
string.naturescompass.veryLow,Very Low,とても低い,verified
string.naturescompass.warm,Warm,暖かい,verified
