key,source_text,target_text,status
energy_bar.polylib.capacity,Capacity:,容量：,translated
energy_bar.polylib.energy_storage,Energy Storage,エネルギーストレージ,translated
energy_bar.polylib.rf,RF,エネルギー,translated
energy_bar.polylib.stored,Stored:,保存：,translated
fluid_tank.polylib.capacity,Capacity:,容量：,translated
fluid_tank.polylib.contains,Contains:,含む：,translated
fluid_tank.polylib.fluid_storage,Fluid Storage,流体ストレージ,translated
fluid_tank.polylib.mb,mB,液体,translated
fluid_tank.polylib.stored,Stored:,保存：,translated
rs_mode.polylib.active_high,Active with redstone signal,レッドストーン信号で有効,translated
rs_mode.polylib.active_low,Active without redstone signal,レッドストーン信号なしで有効,translated
rs_mode.polylib.always_active,Always active,常に有効,translated
rs_mode.polylib.never_active,Never active,無効,translated
