key,source_text,target_text,status
block.generatorgalore.copper_generator,Copper Generator,銅発電機,translated
block.generatorgalore.copper_generator_64x,64x Copper Generator,64倍銅発電機,translated
block.generatorgalore.copper_generator_8x,8x Copper Generator,8倍銅発電機,translated
block.generatorgalore.culinary_generator,Culinary Generator,料理発電機,translated
block.generatorgalore.culinary_generator_64x,64x Culinary Generator,64倍料理発電機,translated
block.generatorgalore.culinary_generator_8x,8x Culinary Generator,8倍料理発電機,translated
block.generatorgalore.diamond_generator,Diamond Generator,ダイヤモンド発電機,translated
block.generatorgalore.diamond_generator_64x,64x Diamond Generator,64倍ダイヤモンド発電機,translated
block.generatorgalore.diamond_generator_8x,8x Diamond Generator,8倍ダイヤモンド発電機,translated
block.generatorgalore.emerald_generator,Emerald Generator,エメラルド発電機,translated
block.generatorgalore.emerald_generator_64x,64x Emerald Generator,64倍エメラルド発電機,translated
block.generatorgalore.emerald_generator_8x,8x Emerald Generator,8倍エメラルド発電機,translated
block.generatorgalore.enchantment_generator,Enchantment Generator,エンチャント発電機,translated
block.generatorgalore.enchantment_generator_64x,64x Enchantment Generator,64倍エンチャント発電機,translated
block.generatorgalore.enchantment_generator_8x,8x Enchantment Generator,8倍エンチャント発電機,translated
block.generatorgalore.ender_generator,Ender Generator,エンダー発電機,translated
block.generatorgalore.ender_generator_64x,64x Ender Generator,64倍エンダー発電機,translated
block.generatorgalore.ender_generator_8x,8x Ender Generator,8倍エンダー発電機,translated
block.generatorgalore.gold_generator,Gold Generator,金発電機,translated
block.generatorgalore.gold_generator_64x,64x Gold Generator,64倍金発電機,translated
block.generatorgalore.gold_generator_8x,8x Gold Generator,8倍金発電機,translated
block.generatorgalore.halitosis_generator,Halitosis Generator,ハリトーシス発電機,translated
block.generatorgalore.halitosis_generator_64x,64x Halitosis Generator,64倍ハリトーシス発電機,translated
block.generatorgalore.halitosis_generator_8x,8x Halitosis Generator,8倍ハリトーシス発電機,translated
block.generatorgalore.honey_generator,Honey Generator,蜂蜜発電機,translated
block.generatorgalore.honey_generator_64x,64x Honey Generator,64倍蜂蜜発電機,translated
