key,source_text,target_text,status
rechiseled.block.acacia_planks_beams,Acacia Plank Beams,アカシア 木材 梁,translated
rechiseled.block.acacia_planks_beams_connecting,Acacia Plank Beams,アカシア 木材 梁,translated
rechiseled.block.acacia_planks_brick_pattern,Acacia Plank Brick Pattern,アカシア 木材 レンガパターン,translated
rechiseled.block.acacia_planks_brick_pattern_connecting,Acacia Plank Brick Pattern,アカシア 木材 レンガパターン,translated
rechiseled.block.acacia_planks_brick_paving,Acacia Plank Brick Paving,アカシア 木材 レンガ舗装,translated
rechiseled.block.acacia_planks_brick_paving_connecting,Acacia Plank Brick Paving,アカシア 木材 レンガ舗装,translated
rechiseled.block.acacia_planks_bricks,Acacia Plank Bricks,アカシア 木材 レンガ,translated
rechiseled.block.acacia_planks_bricks_connecting,Acacia Plank Bricks,アカシア 木材 レンガ,translated
rechiseled.block.acacia_planks_crate,Acacia Planks Crate,アカシア 木材 木枠,translated
rechiseled.block.acacia_planks_crate_connecting,Acacia Planks Crate,アカシア 木材 木枠,translated
rechiseled.block.acacia_planks_diagonal_stripes,Diagonal Acacia Plank Stripes,斜め アカシア 木材 ストライプ,translated
rechiseled.block.acacia_planks_diagonal_stripes_connecting,Diagonal Acacia Plank Stripes,斜め アカシア 木材 ストライプ,translated
rechiseled.block.acacia_planks_diagonal_tiles,Diagonal Acacia Plank Tiles,斜め アカシア 木材 タイル,translated
rechiseled.block.acacia_planks_diagonal_tiles_connecting,Diagonal Acacia Plank Tiles,斜め アカシア 木材 タイル,translated
rechiseled.block.acacia_planks_dotted,Dotted Acacia Planks,ドット アカシア 木材,translated
rechiseled.block.acacia_planks_dotted_connecting,Dotted Acacia Planks,ドット アカシア 木材,translated
rechiseled.block.acacia_planks_flooring,Acacia Plank Flooring,アカシア 木材 フローリング,translated
rechiseled.block.acacia_planks_flooring_connecting,Acacia Plank Flooring,アカシア 木材 フローリング,translated
rechiseled.block.acacia_planks_large_tiles,Large Acacia Plank Tiles,大きな アカシア 木材 タイル,translated
rechiseled.block.acacia_planks_large_tiles_connecting,Large Acacia Plank Tiles,大きな アカシア 木材 タイル,translated
rechiseled.block.acacia_planks_mosaic,Acacia Plank Mosaic,アカシア 木材 モザイク,translated
rechiseled.block.acacia_planks_pattern,Acacia Plank Pattern,アカシア 木材 パターン,translated
rechiseled.block.acacia_planks_pattern_connecting,Acacia Plank Pattern,アカシア 木材 パターン,translated
rechiseled.block.acacia_planks_rotated_bricks,Rotated Acacia Plank Bricks,回転 アカシア 木材 レンガ,translated
rechiseled.block.acacia_planks_rotated_bricks_connecting,Rotated Acacia Plank Bricks,回転 アカシア 木材 レンガ,translated
rechiseled.block.acacia_planks_small_bricks,Small Acacia Plank Bricks,小さな アカシア 木材 レンガ,translated
rechiseled.block.acacia_planks_small_bricks_connecting,Small Acacia Plank Bricks,小さな アカシア 木材 レンガ,translated
rechiseled.block.acacia_planks_small_tiles,Small Acacia Plank Tiles,小さな アカシア 木材 タイル,translated
rechiseled.block.acacia_planks_small_tiles_connecting,Small Acacia Plank Tiles,小さな アカシア 木材 タイル,translated
rechiseled.block.acacia_planks_squares,Acacia Plank Squares,アカシア 木材 正方形,translated
rechiseled.block.acacia_planks_squares_connecting,Acacia Plank Squares,アカシア 木材 正方形,translated
rechiseled.block.acacia_planks_tiles,Acacia Plank Tiles,アカシア 木材 タイル,translated
rechiseled.block.acacia_planks_tiles_connecting,Acacia Plank Tiles,アカシア 木材 タイル,translated
rechiseled.block.acacia_planks_wavy,Wavy Acacia Planks,波状 アカシア 木材,translated
rechiseled.block.acacia_planks_wavy_connecting,Wavy Acacia Planks,波状 アカシア 木材,translated
rechiseled.block.acacia_planks_woven,Woven Acacia Planks,織られた アカシア 木材,translated
rechiseled.block.acacia_planks_woven_connecting,Woven Acacia Planks,織られた アカシア 木材,translated
rechiseled.block.amethyst_block_beams,Amethyst Beams,アメジスト 梁,translated
rechiseled.block.amethyst_block_beams_connecting,Amethyst Beams,アメジスト 梁,translated
rechiseled.block.amethyst_block_bordered_diagonal_tiles,Bordered Diagonal Amethyst Tiles,枠付き 斜め アメジスト タイル,translated
rechiseled.block.amethyst_block_bordered_diagonal_tiles_connecting,Bordered Diagonal Amethyst Tiles,枠付き 斜め アメジスト タイル,translated
rechiseled.block.amethyst_block_bricks,Amethyst Bricks,アメジスト レンガ,translated
rechiseled.block.amethyst_block_bricks_connecting,Amethyst Bricks,アメジスト レンガ,translated
rechiseled.block.amethyst_block_cut,Cut Block of Amethyst,Cut アメジストブロック,translated
rechiseled.block.amethyst_block_cut_connecting,Cut Block of Amethyst,Cut アメジストブロック,translated
rechiseled.block.amethyst_block_diagonal_tiles,Diagonal Amethyst Tiles,斜め アメジスト タイル,translated
rechiseled.block.amethyst_block_edged,Edged Block of Amethyst,Edged アメジストブロック,translated
rechiseled.block.amethyst_block_edged_connecting,Edged Block of Amethyst,Edged アメジストブロック,translated
rechiseled.block.amethyst_block_jewel,Amethyst Jewel Block,アメジスト 宝石ブロック,translated
rechiseled.block.amethyst_block_pillar,Amethyst Pillar,アメジスト 柱,translated
rechiseled.block.amethyst_block_pillar_connecting,Amethyst Pillar,アメジスト 柱,translated
rechiseled.block.amethyst_block_polished,Polished Block of Amethyst,磨かれた アメジストブロック,translated
rechiseled.block.amethyst_block_polished_connecting,Polished Block of Amethyst,磨かれた アメジストブロック,translated
rechiseled.block.amethyst_block_shiny,Shiny Block of Amethyst,ピカピカ アメジストブロック,translated
rechiseled.block.amethyst_block_shiny_connecting,Shiny Block of Amethyst,ピカピカ アメジストブロック,translated
rechiseled.block.amethyst_block_smooth,Smooth Amethyst,スムーズ アメジスト,translated
rechiseled.block.amethyst_block_tiles,Amethyst Tiles,アメジスト タイル,translated
rechiseled.block.amethyst_block_tiles_connecting,Amethyst Tiles,アメジスト タイル,translated
rechiseled.block.andesite_brick_pattern,Andesite Brick Pattern,安山岩 レンガパターン,translated
rechiseled.block.andesite_brick_pattern_connecting,Andesite Brick Pattern,安山岩 レンガパターン,translated
rechiseled.block.andesite_brick_paving,Andesite Brick Paving,安山岩 レンガ舗装,translated
rechiseled.block.andesite_brick_paving_connecting,Andesite Brick Paving,安山岩 レンガ舗装,translated
rechiseled.block.andesite_bricks,Andesite Bricks,安山岩 レンガ,translated
rechiseled.block.andesite_bricks_connecting,Andesite Bricks,安山岩 レンガ,translated
rechiseled.block.andesite_diagonal_bricks,Diagonal Andesite Bricks,斜め 安山岩 レンガ,translated
rechiseled.block.andesite_diagonal_bricks_connecting,Diagonal Andesite Bricks,斜め 安山岩 レンガ,translated
rechiseled.block.andesite_dotted,Dotted Andesite,ドット 安山岩,translated
rechiseled.block.andesite_dotted_connecting,Dotted Andesite,ドット 安山岩,translated
rechiseled.block.andesite_paving,Andesite Paving,安山岩 舗装,translated
rechiseled.block.andesite_paving_connecting,Andesite Paving,安山岩 舗装,translated
rechiseled.block.andesite_polished_connecting,Polished Andesite,磨かれた 安山岩,translated
rechiseled.block.andesite_rotated_bricks,Rotated Andesite Bricks,回転 安山岩 レンガ,translated
rechiseled.block.andesite_rotated_bricks_connecting,Rotated Andesite Bricks,回転 安山岩 レンガ,translated
rechiseled.block.andesite_squares,Andesite Squares,安山岩 正方形,translated
