key,source_text,target_text,status
config.ichunutil.cat.block.desc,These configs affect the blocks in the mod.,このModのブロックに影響する設定です。,translated
config.ichunutil.cat.block.name,Blocks,ブロック,translated
config.ichunutil.cat.bns.desc,These configs affect GUIs using B&S.,B&Sを使用するGUIに影響する設定です。,translated
config.ichunutil.cat.bns.name,Boxes & Stuff (B&S),,pending
config.ichunutil.cat.clientOnly.desc,These configs affect only the client that loads the mod.,このModを読み込むクライアント側のみに影響する設定です。,translated
config.ichunutil.cat.clientOnly.name,Client Only,クライアント専用,translated
config.ichunutil.cat.gameplay.desc,These configs affect the gameplay while using the mod.,このModを使用する際のゲームプレイに影響する設定です。,translated
config.ichunutil.cat.gameplay.name,Gameplay,ゲームプレイ,translated
config.ichunutil.cat.general.desc,These configs are general configs that don't fit any other category.,他のカテゴリに該当しない一般的な設定です。,translated
config.ichunutil.cat.general.name,General,一般,translated
config.ichunutil.cat.global.desc,These configs affect both servers and clients that load the mod.,このModを読み込むサーバーとクライアントの両方に影響する設定です。,translated
config.ichunutil.cat.global.name,Global,グローバル,translated
config.ichunutil.cat.serverOnly.desc,These configs affect only the server that loads the mod.,このModを読み込むサーバー側のみに影響する設定です。,translated
config.ichunutil.cat.serverOnly.name,Server Only,サーバー専用,translated
config.ichunutil.prop.bnsDockBorder.desc,Number of pixels before iChunUtil thinks you're trying to dock a window.,iChunUtilがウィンドウをドッキングしようとしていると判定するピクセル数です。,translated
config.ichunutil.prop.bnsDockBorder.name,Dock Border Size,ドック枠線サイズ,translated
config.ichunutil.prop.bnsDockPadding.desc,How much padding to add to the docked windows.,ドッキングされたウィンドウに追加するパディング量です。,translated
config.ichunutil.prop.bnsDockPadding.name,Dock Padding,ドックパディング,translated
config.ichunutil.prop.bnsDoubleClickSpeed.desc,Speed (in ticks) to register a double click.,ダブルクリックを登録するまでの速度（ティック単位）です。,translated
config.ichunutil.prop.bnsDoubleClickSpeed.name,Double Click Speed,ダブルクリック速度,translated
config.ichunutil.prop.bnsMinecraftStyle.desc,"Renders B&S's GUIs in a Minecraft Style instead.
0 = Default Style
1 = Vanilla Style
2 = Texture Pack Style.","B&Sのグラフィックスを代わりにMinecraftスタイルでレンダリングします。
0 = デフォルトスタイル
1 = バニラスタイル
2 = テクスチャパックスタイル",translated
config.ichunutil.prop.bnsMinecraftStyle.name,B&S in Minecraft Style,B&Sをマインクラフトスタイルで,translated
config.ichunutil.prop.bnsTheme.desc,Theme to use for Boxes & Stuff,Boxes & Stuffに使用するテーマです。,translated
config.ichunutil.prop.bnsTheme.name,Theme,テーマ,translated
config.ichunutil.prop.bnsTooltipCooldown.desc,How long to mouse over an element (in ticks) before showing a tooltip.,ツールチップが表示されるまでマウスを要素の上に置いておく時間（ティック単位）です。,translated
config.ichunutil.prop.bnsTooltipCooldown.name,Tooltip Cooldown,ツールチップクールダウン,translated
element.button.clear,Clear,クリア,translated
gui.ichunutil.configs.configs,Configs,設定,translated
gui.ichunutil.configs.needsRestart,Some configs changed require a restart to take effect!,変更された設定によっては再起動が必要な場合があります！,translated
gui.ichunutil.configs.noEditingServerConfig,You can only edit a SERVER config in a single player world environment!,シングルプレイヤーワールド環境でのみサーバー設定を編集できます！,translated
gui.ichunutil.configs.title,Config Editor,設定エディター,translated
gui.ichunutil.element.textField,Text Field,テキストフィールド,translated
window.popup.title,Alert!,アラート！,translated
window.saveAs.confirmOverwrite,File already exists! Confirm overwrite?,ファイルが既に存在します。上書きしますか？,translated
window.saveAs.failed,Failed to save file.,ファイルの保存に失敗しました。,translated
window.saveAs.fileName,File Name,ファイル名,translated
window.saveAs.overwrite,Overwrite?,上書きしますか？,translated
window.saveAs.title,Save As,名前を付けて保存,translated
