key,source_text,target_text,status
block.compressium.andesite_1,Compressed Block of Andesite (1x),圧縮安山岩ブロック(1x),translated
block.compressium.andesite_2,Compressed Block of Andesite (2x),圧縮安山岩ブロック(2x),translated
block.compressium.andesite_3,Compressed Block of Andesite (3x),圧縮安山岩ブロック(3x),translated
block.compressium.andesite_4,Compressed Block of Andesite (4x),圧縮安山岩ブロック(4x),translated
block.compressium.andesite_5,Compressed Block of Andesite (5x),圧縮安山岩ブロック(5x),translated
block.compressium.andesite_6,Compressed Block of Andesite (6x),圧縮安山岩ブロック(6x),translated
block.compressium.andesite_7,Compressed Block of Andesite (7x),圧縮安山岩ブロック(7x),translated
block.compressium.andesite_8,Compressed Block of Andesite (8x),圧縮安山岩ブロック(8x),translated
block.compressium.andesite_9,Compressed Block of Andesite (9x),圧縮安山岩ブロック(9x),translated
block.compressium.clay_1,Compressed Clay (1x),圧縮粘土(1x),translated
block.compressium.clay_2,Compressed Clay (2x),圧縮粘土(2x),translated
block.compressium.clay_3,Compressed Clay (3x),圧縮粘土(3x),translated
block.compressium.clay_4,Compressed Clay (4x),圧縮粘土(4x),translated
block.compressium.clay_5,Compressed Clay (5x),圧縮粘土(5x),translated
block.compressium.clay_6,Compressed Clay (6x),圧縮粘土(6x),translated
block.compressium.clay_7,Compressed Clay (7x),圧縮粘土(7x),translated
block.compressium.clay_8,Compressed Clay (8x),圧縮粘土(8x),translated
block.compressium.clay_9,Compressed Clay (9x),圧縮粘土(9x),translated
block.compressium.coal_1,Compressed Block of Coal (1x),圧縮石炭ブロック(1x),translated
block.compressium.coal_2,Compressed Block of Coal (2x),圧縮石炭ブロック(2x),translated
block.compressium.coal_3,Compressed Block of Coal (3x),圧縮石炭ブロック(3x),translated
block.compressium.coal_4,Compressed Block of Coal (4x),圧縮石炭ブロック(4x),translated
block.compressium.coal_5,Compressed Block of Coal (5x),圧縮石炭ブロック(5x),translated
block.compressium.coal_6,Compressed Block of Coal (6x),圧縮石炭ブロック(6x),translated
block.compressium.coal_7,Compressed Block of Coal (7x),圧縮石炭ブロック(7x),translated
block.compressium.coal_8,Compressed Block of Coal (8x),圧縮石炭ブロック(8x),translated
block.compressium.coal_9,Compressed Block of Coal (9x),圧縮石炭ブロック(9x),translated
block.compressium.cobblestone_1,Compressed Cobblestone (1x),圧縮丸石(1x),translated
block.compressium.cobblestone_2,Compressed Cobblestone (2x),圧縮丸石(2x),translated
block.compressium.cobblestone_3,Compressed Cobblestone (3x),圧縮丸石(3x),translated
block.compressium.cobblestone_4,Compressed Cobblestone (4x),圧縮丸石(4x),translated
block.compressium.cobblestone_5,Compressed Cobblestone (5x),圧縮丸石(5x),translated
block.compressium.cobblestone_6,Compressed Cobblestone (6x),圧縮丸石(6x),translated
block.compressium.cobblestone_7,Compressed Cobblestone (7x),圧縮丸石(7x),translated
block.compressium.cobblestone_8,Compressed Cobblestone (8x),圧縮丸石(8x),translated
block.compressium.cobblestone_9,Compressed Cobblestone (9x),圧縮丸石(9x),translated
block.compressium.copper_1,Compressed Block of Copper (1x),圧縮銅ブロック(1x),translated
block.compressium.copper_2,Compressed Block of Copper (2x),圧縮銅ブロック(2x),translated
block.compressium.copper_3,Compressed Block of Copper (3x),圧縮銅ブロック(3x),translated
block.compressium.copper_4,Compressed Block of Copper (4x),圧縮銅ブロック(4x),translated
block.compressium.copper_5,Compressed Block of Copper (5x),圧縮銅ブロック(5x),translated
block.compressium.copper_6,Compressed Block of Copper (6x),圧縮銅ブロック(6x),translated
block.compressium.copper_7,Compressed Block of Copper (7x),圧縮銅ブロック(7x),translated
block.compressium.copper_8,Compressed Block of Copper (8x),圧縮銅ブロック(8x),translated
block.compressium.copper_9,Compressed Block of Copper (9x),圧縮銅ブロック(9x),translated
block.compressium.diamond_1,Compressed Block of Diamond (1x),圧縮ダイヤモンドブロック(1x),translated
block.compressium.diamond_2,Compressed Block of Diamond (2x),圧縮ダイヤモンドブロック(2x),translated
block.compressium.diamond_3,Compressed Block of Diamond (3x),圧縮ダイヤモンドブロック(3x),translated
block.compressium.diamond_4,Compressed Block of Diamond (4x),圧縮ダイヤモンドブロック(4x),translated
block.compressium.diamond_5,Compressed Block of Diamond (5x),圧縮ダイヤモンドブロック(5x),translated
