key,source_text,target_text,status
advancements.refinedtypes.storing_energies,Storing energies,エネルギー保存,translated
advancements.refinedtypes.storing_energies.description,Craft a Energy Storage Disk and put it in your Disk Drive,エネルギーストレージディスクをクラフトして、ディスクドライブに入れます,translated
advancements.refinedtypes.storing_souls,Storing souls,ソウル保存,translated
advancements.refinedtypes.storing_souls.description,Craft a Soul Storage Disk and put it in your Disk Drive,ソウルストレージディスクをクラフトして、ディスクドライブに入れます,translated
advancements.refinedtypes.storing_sources,Storing sources,ソース保存,translated
advancements.refinedtypes.storing_sources.description,Craft a Source Storage Disk and put it in your Disk Drive,ソースストレージディスクをクラフトして、ディスクドライブに入れます,translated
block.refinedtypes.1024b_source_storage_block,1024B Source Storage Block,1024B ソースストレージブロック,translated
block.refinedtypes.1024k_energy_storage_block,1024K Energy Storage Block,1024K エネルギーストレージブロック,translated
block.refinedtypes.1048576b_source_storage_block,1048576B Source Storage Block,1048576B ソースストレージブロック,translated
block.refinedtypes.1048576k_energy_storage_block,1048576K Energy Storage Block,1048576K エネルギーストレージブロック,translated
block.refinedtypes.1k_soul_storage_block,1K Soul Storage Block,1K ソウルストレージブロック,translated
block.refinedtypes.2097152k_soul_storage_block,2097152K Soul Storage Block,2097152K ソウルストレージブロック,translated
block.refinedtypes.256b_source_storage_block,256B Source Storage Block,256B ソースストレージブロック,translated
block.refinedtypes.256k_energy_storage_block,256K Energy Storage Block,256K エネルギーストレージブロック,translated
block.refinedtypes.262144b_source_storage_block,262144B Source Storage Block,262144B ソースストレージブロック,translated
block.refinedtypes.262144k_energy_storage_block,262144K Energy Storage Block,262144K エネルギーストレージブロック,translated
block.refinedtypes.262144k_soul_storage_block,262144K Soul Storage Block,262144K ソウルストレージブロック,translated
block.refinedtypes.32768k_soul_storage_block,32768K Soul Storage Block,32768K ソウルストレージブロック,translated
block.refinedtypes.4096k_soul_storage_block,4096K Soul Storage Block,4096K ソウルストレージブロック,translated
block.refinedtypes.512k_soul_storage_block,512K Soul Storage Block,512K ソウルストレージブロック,translated
block.refinedtypes.64b_source_storage_block,64B Source Storage Block,64B ソースストレージブロック,translated
block.refinedtypes.64k_energy_storage_block,64K Energy Storage Block,64K エネルギーストレージブロック,translated
block.refinedtypes.64k_soul_storage_block,64K Soul Storage Block,64K ソウルストレージブロック,translated
block.refinedtypes.65536b_source_storage_block,65536B Source Storage Block,65536B ソースストレージブロック,translated
block.refinedtypes.65536k_energy_storage_block,65536K Energy Storage Block,65536K エネルギーストレージブロック,translated
block.refinedtypes.8192b_source_storage_block,8192B Source Storage Block,8192B ソースストレージブロック,translated
block.refinedtypes.8192k_energy_storage_block,8192K Energy Storage Block,8192K エネルギーストレージブロック,translated
block.refinedtypes.8388608b_source_storage_block,8388608B Source Storage Block,8388608B ソースストレージブロック,translated
block.refinedtypes.8388608k_energy_storage_block,8388608K Energy Storage Block,8388608K エネルギーストレージブロック,translated
block.refinedtypes.8k_soul_storage_block,8K Soul Storage Block,8K ソウルストレージブロック,translated
block.refinedtypes.infinite_energy_storage_block,Infinite Energy Storage Block,無限エネルギーストレージブロック,translated
block.refinedtypes.infinite_soul_storage_block,Infinite Soul Storage Block,無限ソウルストレージブロック,translated
block.refinedtypes.infinite_source_storage_block,Infinite Source Storage Block,無限ソースストレージブロック,translated
block.refinedtypes.network_energizer,Network Energizer,ネットワークエネルギャイザー,translated
config.refinedtypes.option.energyStorageBlock,Energy Storage Block,エネルギーストレージブロック,translated
config.refinedtypes.option.energyStorageBlock.1024KEnergyUsage,1024K energy usage,1024K エネルギー使用量,translated
config.refinedtypes.option.energyStorageBlock.1024KEnergyUsage.tooltip,The energy used by the 1024K Energy Storage Block.,1024K エネルギーストレージブロックが使用するエネルギー。,translated
config.refinedtypes.option.energyStorageBlock.1048576KEnergyUsage,1048576K energy usage,1048576K エネルギー使用量,translated
config.refinedtypes.option.energyStorageBlock.1048576KEnergyUsage.tooltip,The energy used by the 1048576K Energy Storage Block.,1048576K エネルギーストレージブロックが使用するエネルギー。,translated
config.refinedtypes.option.energyStorageBlock.256KEnergyUsage,256K energy usage,256K エネルギー使用量,translated
config.refinedtypes.option.energyStorageBlock.256KEnergyUsage.tooltip,The energy used by the 256K Energy Storage Block.,256K エネルギーストレージブロックが使用するエネルギー。,translated
config.refinedtypes.option.energyStorageBlock.262144KEnergyUsage,262144K energy usage,262144K エネルギー使用量,translated
config.refinedtypes.option.energyStorageBlock.262144KEnergyUsage.tooltip,The energy used by the 262144K Energy Storage Block.,262144K エネルギーストレージブロックが使用するエネルギー。,translated
config.refinedtypes.option.energyStorageBlock.64KEnergyUsage,64K energy usage,64K エネルギー使用量,translated
config.refinedtypes.option.energyStorageBlock.64KEnergyUsage.tooltip,The energy used by the 64K Energy Storage Block.,64K エネルギーストレージブロックが使用するエネルギー。,translated
config.refinedtypes.option.energyStorageBlock.65536KEnergyUsage,65536K energy usage,65536K エネルギー使用量,translated
config.refinedtypes.option.energyStorageBlock.65536KEnergyUsage.tooltip,The energy used by the 65536K Energy Storage Block.,65536K エネルギーストレージブロックが使用するエネルギー。,translated
config.refinedtypes.option.energyStorageBlock.8192KEnergyUsage,8192K energy usage,8192K エネルギー使用量,translated
config.refinedtypes.option.energyStorageBlock.8192KEnergyUsage.tooltip,The energy used by the 8192K Energy Storage Block.,8192K エネルギーストレージブロックが使用するエネルギー。,translated
config.refinedtypes.option.energyStorageBlock.8388608KEnergyUsage,8388608K energy usage,8388608K エネルギー使用量,translated
config.refinedtypes.option.energyStorageBlock.8388608KEnergyUsage.tooltip,The energy used by the 8388608K Energy Storage Block.,8388608K エネルギーストレージブロックが使用するエネルギー。,translated
config.refinedtypes.option.energyStorageBlock.infiniteEnergyUsage,Infinite energy usage,無限エネルギー使用量,translated
config.refinedtypes.option.energyStorageBlock.infiniteEnergyUsage.tooltip,The energy used by the Infinite Energy Storage Block.,無限エネルギーストレージブロックが使用するエネルギー。,translated
config.refinedtypes.option.energyStorageBlock.tooltip,Configuration for the Energy Storage Blocks.,エネルギーストレージブロックの設定。,translated
config.refinedtypes.option.sourceStorageBlock,Source Storage Block,ソースストレージブロック,translated
config.refinedtypes.option.sourceStorageBlock.1024BSourceUsage,1024B source usage,1024B ソース使用量,translated
config.refinedtypes.option.sourceStorageBlock.1024BSourceUsage.tooltip,The source used by the 1024B Source Storage Block.,1024B ソースストレージブロックが使用するソース。,translated
config.refinedtypes.option.sourceStorageBlock.1048576BSourceUsage,1048576B source usage,1048576B ソース使用量,translated
config.refinedtypes.option.sourceStorageBlock.1048576BSourceUsage.tooltip,The source used by the 1048576B Source Storage Block.,1048576B ソースストレージブロックが使用するソース。,translated
config.refinedtypes.option.sourceStorageBlock.256BSourceUsage,256B source usage,256B ソース使用量,translated
config.refinedtypes.option.sourceStorageBlock.256BSourceUsage.tooltip,The source used by the 256B Source Storage Block.,256B ソースストレージブロックが使用するソース。,translated
config.refinedtypes.option.sourceStorageBlock.262144BSourceUsage,262144B source usage,262144B ソース使用量,translated
config.refinedtypes.option.sourceStorageBlock.262144BSourceUsage.tooltip,The source used by the 262144B Source Storage Block.,262144B ソースストレージブロックが使用するソース。,translated
config.refinedtypes.option.sourceStorageBlock.64BSourceUsage,64B source usage,64B ソース使用量,translated
config.refinedtypes.option.sourceStorageBlock.64BSourceUsage.tooltip,The source used by the 64B Source Storage Block.,64B ソースストレージブロックが使用するソース。,translated
