key,source_text,target_text,status
enderdrives.transfer_mode.bidirectional,Bidirectional,双方向,translated
enderdrives.transfer_mode.input,Input Only,入力のみ,translated
enderdrives.transfer_mode.output,Output Only,出力のみ,translated
item.enderdrives.ender_disk_16k,16k Ender Item Storage Cell,16k エンダーアイテム ストレージ セル,translated
item.enderdrives.ender_disk_1k,1k Ender Item Storage Cell,1k エンダーアイテム ストレージ セル,translated
item.enderdrives.ender_disk_256k,256k Ender Item Storage Cell,256k エンダーアイテム ストレージ セル,translated
item.enderdrives.ender_disk_4k,4k Ender Item Storage Cell,4k エンダーアイテム ストレージ セル,translated
item.enderdrives.ender_disk_64k,64k Ender Item Storage Cell,64k エンダーアイテム ストレージ セル,translated
item.enderdrives.ender_disk_creative,Creative Ender Item Storage Cell,クリエイティブ エンダーアイテム ストレージ セル,translated
item.enderdrives.ender_storage_component_16k,16k Ender Storage Component,16k エンダー ストレージ コンポーネント,translated
item.enderdrives.ender_storage_component_1k,1k Ender Storage Component,1k エンダー ストレージ コンポーネント,translated
item.enderdrives.ender_storage_component_256k,256k Ender Storage Component,256k エンダー ストレージ コンポーネント,translated
item.enderdrives.ender_storage_component_4k,4k Ender Storage Component,4k エンダー ストレージ コンポーネント,translated
item.enderdrives.ender_storage_component_64k,64k Ender Storage Component,64k エンダー ストレージ コンポーネント,translated
item.enderdrives.tape_disk,Tape Disk Item Storage Cell,テープ ディスク アイテム ストレージ セル,translated
key.categories.enderdrives,EnderDrives,,pending
screen.enderdrives.frequency,EnderDisk Frequency,エンダーディスク 周波数,translated
screen.enderdrives.frequency_label,Frequency,周波数,translated
screen.enderdrives.frequency_placeholder,Frequency...,周波数...,translated
screen.enderdrives.frequency_selector,Ender Frequency Selector,エンダー 周波数 セレクター,translated
screen.enderdrives.scope.global,Global,グローバル,translated
screen.enderdrives.scope.private,Private,プライベート,translated
screen.enderdrives.scope.team,Team,チーム,translated
screen.enderdrives.toggle_scope,Click to toggle scope,スコープを切り替えるにはクリック,translated
screen.enderdrives.tooltip.minus_1,-1,,pending
screen.enderdrives.tooltip.minus_16,-16,,pending
screen.enderdrives.tooltip.minus_256,-256,,pending
screen.enderdrives.tooltip.plus_1,+1,,pending
screen.enderdrives.tooltip.plus_16,+16,,pending
screen.enderdrives.tooltip.plus_256,+256,,pending
tooltip.enderdrives.frequency,§7Frequency: §e%s,§7周波数: §e%s,translated
tooltip.enderdrives.mode.bidirectional,§7Mode: §aBidirectional,§7モード: §a双方向,translated
tooltip.enderdrives.mode.input,§7Mode: §9Input Only,§7モード: §9入力のみ,translated
tooltip.enderdrives.mode.output,§7Mode: §cOutput Only,§7モード: §c出力のみ,translated
tooltip.enderdrives.partitioned,§7Partitioned: §f%s item%s,§7分割: §f%s アイテム%s,translated
tooltip.enderdrives.scope.global,§7Global,§7グローバル,translated
tooltip.enderdrives.scope.private,§7Private: §e%s,§7プライベート: §e%s,translated
tooltip.enderdrives.scope.team,§7Team: §e%s,§7チーム: §e%s,translated
tooltip.enderdrives.tape.bytes,%1$s of %2$s Bytes Used,%1$s / %2$s バイト 使用中,translated
tooltip.enderdrives.tape.types,%1$s of %2$s Types,%1$s / %2$s タイプ,translated
tooltip.enderdrives.types,%s§7 of §9%s§7 Types,%s§7 / §9%s§7 タイプ,translated
tooltip.enderdrives.unknown,Unknown,不明,translated
