key,source_text,target_text,status
block.industrialization_overdrive.multi_processing_array,Multi Processing Array,マルチ加工アレイ,translated
block.industrialization_overdrive.pyrolyse_oven,Pyrolyse Oven,パイロリス炉,translated
item.industrialization_overdrive.terminal,Terminal,ターミナル,translated
itemGroup.industrialization_overdrive.industrialization_overdrive,Industrialization Overdrive,,pending
pyro_tier.industrialization_overdrive.modern_industrialization.cupronickel_coil,Cupronickel,白銅,translated
pyro_tier.industrialization_overdrive.modern_industrialization.kanthal_coil,Kanthal,カンタル,translated
rei_categories.industrialization_overdrive.pyrolyse_oven,Pyrolyse Oven,パイロリス炉,translated
text.industrialization_overdrive.coils_pyro_tier,Runs Pyrolyse Oven in batches of up to %d at %s the EU cost.,パイロリス炉を最大%dバッチで%sのEUコストで実行します。,translated
text.industrialization_overdrive.machine_batcher_coils,Batch size and cost is determined by coil used.,バッチサイズとコストは使用するコイルによって決まります。,translated
text.industrialization_overdrive.multi_processing_array_batch_size,Batch size is determined by the amount of machines provided to it.,バッチサイズは提供されるマシンの数によって決まります。,translated
text.industrialization_overdrive.multi_processing_array_eu_cost_multiplier,Runs at %s the EU cost.,%sのEUコストで実行します。,translated
text.industrialization_overdrive.multi_processing_array_machine_input,Insert electric crafting multiblocks to run in parallel.,並列実行するための電動クラフトマルチブロックを挿入してください。,translated
text.industrialization_overdrive.multi_processing_array_recipe,Can run recipes of any electric crafting multiblock provided to it in batches.,提供された任意の電動クラフトマルチブロックのレシピをバッチで実行できます。,translated
text.industrialization_overdrive.multi_processing_array_size,Machines: %d,マシン数: %d,translated
text.industrialization_overdrive.terminal_help_1,- Press %s + %s on a MI multiblock to automatically build it.,- MIマルチブロック上で%s + %sを押すと自動的に構築します。,translated
text.industrialization_overdrive.terminal_help_2,- Requires parts to be in your inventory.,- インベントリに部品が必要です。,translated
text.industrialization_overdrive.terminal_help_2_alt,- Requires parts to be in your inventory or a linked ME system.,- インベントリまたはリンクされたMEシステムに部品が必要です。,translated
text.industrialization_overdrive.terminal_link_info,Linked to an ME system at %s.,%sのMEシステムにリンク済み。,translated
text.industrialization_overdrive.terminal_link_not_linked,Not linked to an ME system.,MEシステムにリンクされていません。,translated
