key,source_text,target_text,status
block.packagedexcrafting.advanced_crafter,Advanced Package Crafter,発展型梱包クラフター,verified
block.packagedexcrafting.basic_crafter,Basic Package Crafter,基本型梱包クラフター,verified
block.packagedexcrafting.combination_crafter,Combination Package Crafter,コンビネーション梱包クラフター,verified
block.packagedexcrafting.combination_crafter.pedestals.required,Minimum Required Marked Pedestals: %s,最低限必要なマーク付き台座: %s,verified
block.packagedexcrafting.combination_crafter.pedestals.usable,Currently Usable Marked Pedestals: %s,現在使用可能なマーク付き台座: %s,verified
block.packagedexcrafting.elite_crafter,Elite Package Crafter,精鋭型梱包クラフター,verified
block.packagedexcrafting.ender_crafter,Ender Package Crafter,エンダー梱包クラフター,verified
block.packagedexcrafting.marked_pedestal,Marked Pedestal,マーク付き台座,verified
block.packagedexcrafting.ultimate_crafter,Ultimate Package Crafter,究極型梱包クラフター,verified
itemGroup.packagedexcrafting,PackagedExCrafting,PackagedExCraftingタブ,translated
recipe.packagedexcrafting.advanced,Advanced Crafting,発展クラフト,verified
recipe.packagedexcrafting.advanced.short,Advanced,発展,verified
recipe.packagedexcrafting.basic,Basic Crafting,基本クラフト,verified
recipe.packagedexcrafting.basic.short,Basic,基本,verified
recipe.packagedexcrafting.combination,Combination Crafting,コンビネーションクラフト,verified
recipe.packagedexcrafting.combination.short,Combination,コンビネーション,verified
recipe.packagedexcrafting.elite,Elite Crafting,精鋭クラフト,verified
recipe.packagedexcrafting.elite.short,Elite,精鋭,verified
recipe.packagedexcrafting.ender,Ender Crafting,エンダークラフト,verified
recipe.packagedexcrafting.ender.short,Ender,エンダー,verified
recipe.packagedexcrafting.ultimate,Ultimate Crafting,究極クラフト,verified
recipe.packagedexcrafting.ultimate.short,Ultimate,究極,verified
