key,source_text,target_text,status
advancements.adamantite_chunk_advancement.descr,Obtain an Enduring Waste from the Enderneath,エンダーニースから Enduring Waste を入手する,translated
advancements.adamantite_chunk_advancement.title,Heaviest Metals,最重の金属,translated
advancements.eat_ringling_advancement.descr,Cook and eat a Ringling,Ringling を調理して食べる,translated
advancements.eat_ringling_advancement.title,How could you.,どうしてそんなことを。,translated
advancements.enlightened_end_root.descr,Once Barren Lands littered with Otherworldy Oddities,かつて異世界の奇妙なもので散らかった荒れ果てた大地,translated
advancements.enlightened_end_root.title,Enlightened End,啓蒙されたエンド,translated
advancements.full_adamantite_armour.descr,Equip a full set of adamantite armor,アダマンタイト防具フルセットを装備する,translated
advancements.full_adamantite_armour.title,Eternal Voidslayer,永遠のボイドスレイヤー,translated
advancements.pickup_ringling_advancement.descr,Pick up a Ringling,Ringling をピックアップする,translated
advancements.pickup_ringling_advancement.title,Gotcha!,ゲット！,translated
advancements.portal_flask_advancement.descr,Collect an End Portal using a Portal Flask,ポータルフラスコを使用してエンドポータルを収集する,translated
advancements.portal_flask_advancement.title,Handle with Care!,注意して取り扱ってください！,translated
advancements.prismatic_bismuth_advancement.descr,Place down Prismatic Bismuth Sheets made using every variant of Bismuth Sheets,ビスマス板のすべてのバリアントを使用して作られたプリズマティックビスマス板を配置する,translated
advancements.prismatic_bismuth_advancement.title,Oxidize the Rainbow,虹を酸化させる,translated
advancements.zure_berry_below_y_zero.descr,Eat a Zure Berry and Fall below Y 0,Zure ベリーを食べて Y 0 以下に落ちる,translated
advancements.zure_berry_below_y_zero.title,Down in an earlier round,前のラウンドで下に,translated
block.enlightened_end.adamantite_glass,Adamantite Glass,アダマンタイトガラス,translated
block.enlightened_end.adamantite_glass_pane,Adamantite Glass Pane,アダマンタイトガラスパネル,translated
block.enlightened_end.adamantite_plate_block,Block of Adamantite Plates,アダマンタイトプレートブロック,translated
block.enlightened_end.aquatic_bismuth_sheets,Aquatic Bismuth Sheets,水生ビスマス板,translated
block.enlightened_end.aquatic_bismuth_slab,Aquatic Bismuth Sheet Slab,水生ビスマス板スラブ,translated
block.enlightened_end.aquatic_bismuth_stairs,Aquatic Bismuth Sheet Stairs,水生ビスマス板階段,translated
block.enlightened_end.biome_replace_block,Biome Replace Block,バイオームリプレイスブロック,translated
block.enlightened_end.biome_replace_chance,Biome Replace Block Chance,バイオームリプレイスチャンス,translated
block.enlightened_end.bismuth_ore,Bismuth Ore,ビスマス鉱石,translated
block.enlightened_end.bismuth_sheet_slab,Bismuth Sheet Slab,ビスマス板スラブ,translated
block.enlightened_end.bismuth_sheet_stairs,Bismuth Sheet Stairs,ビスマス板階段,translated
block.enlightened_end.bismuth_sheets,Bismuth Sheets,ビスマス板,translated
block.enlightened_end.cerulean_grass,Cerulean Grass,セルリアン草,translated
block.enlightened_end.cerulean_vine,Cerulean Vines,セルリアンツタ,translated
block.enlightened_end.cerulean_vine_tip,Cerulean Vines,セルリアンツタ先端,translated
block.enlightened_end.cerulichen,Cerulichen,セルリッチェン,translated
block.enlightened_end.chiseled_malachite,Chiseled Malachite,模様入りマラカイト,translated
block.enlightened_end.chiseled_nullstone,Chiseled Nullstone,模様入りヌルストーン,translated
block.enlightened_end.chiseled_purpur,Chiseled Purpur,模様入りパープル,translated
block.enlightened_end.chiseled_voikrust,Chiseled Voikrust,模様入りボイクラスト,translated
block.enlightened_end.chorloam,Chorloam,コーロウム,translated
block.enlightened_end.chorus_roots,Chorus Roots,コーラスの根,translated
block.enlightened_end.congealed_button,Congealed Button,凝集ボタン,translated
block.enlightened_end.congealed_door,Congealed Door,凝集ドア,translated
block.enlightened_end.congealed_eylium,Congealed Eylium,凝集エイリウム,translated
block.enlightened_end.congealed_fence,Congealed Fence,凝集フェンス,translated
block.enlightened_end.congealed_fence_gate,Congealed Fence Gate,凝集フェンスゲート,translated
block.enlightened_end.congealed_fern,Congealed Fern,凝集シダ,translated
block.enlightened_end.congealed_hyphae,Congealed Hyphae,凝集菌糸,translated
block.enlightened_end.congealed_planks,Congealed Planks,凝集木材,translated
