key,source_text,target_text,status
advancements.mffs.camouflage.description,Craft a camouflage module,カモフラージュモジュールをクラフトする,translated
advancements.mffs.camouflage.title,Hidden in plain sight,プレーンサイトで隠れている,translated
advancements.mffs.custom_camouflage.description,Use Custom Mode with Camouflage,カモフラージュを使ったカスタムモードを使用する,translated
advancements.mffs.custom_camouflage.title,Enter the Matrix,マトリックスに入る,translated
advancements.mffs.field_shape.description,Create your own field shape,あなた自身のフィールドシェイプを作成する,translated
advancements.mffs.field_shape.title,Field Architect,フィールド建築家,translated
advancements.mffs.field_shock.description,Get exterminated by a Force Field,フォースフィールドによって消滅させられる,translated
advancements.mffs.field_shock.title,A Shocking Experience,ショッキングな経験,translated
advancements.mffs.projector.description,Craft a Force Field Projector,フォースフィールドプロジェクターをクラフトする,translated
advancements.mffs.projector.title,May the Force by with you!,フォースと共に！,translated
advancements.mffs.root.description,Enter the world of Force Fields!,フォースフィールドの世界に入る！,translated
advancements.mffs.root.title,Modular Force Field Systems,モジュール式フォースフィールドシステム,translated
advancements.mffs.smelt_steel.description,Smelt a Steel Ingot,スチールインゴットを製錬する,translated
advancements.mffs.smelt_steel.title,Harder than Iron,鉄より硬い,translated
advancements.mffs.sponge_module.description,Craft a Sponge Module,スポンジモジュールをクラフトする,translated
advancements.mffs.sponge_module.title,Where's my water?,私の水はどこに？,translated
advancements.mffs.steel_compound.description,Craft Steel Compound,スチールコンパウンドをクラフトする,translated
advancements.mffs.steel_compound.title,A Sturdy Mixture,頑丈な混合物,translated
block.mffs.biometric_identifier,Biometric Identifier,バイオメトリック識別装置,translated
block.mffs.coercion_deriver,Coercion Deriver,強制デリバー,translated
block.mffs.force_field,Force Field,フォースフィールド,translated
block.mffs.fortron_capacitor,Fortron Capacitor,フォートロンコンデンサー,translated
block.mffs.interdiction_matrix,Interdiction Matrix,インターディクション・マトリックス,translated
block.mffs.machine_block,Base Machine Block,ベースマシンブロック,translated
block.mffs.projector,Force Field Projector,フォースフィールドプロジェクター,translated
death.attack.mffs.field_shock,%1$s was disintegrated by a force field.,%1$sはフォースフィールドによって分解されました。,translated
fluid_type.mffs.fortron,Fortron,フォートロン,translated
info.mffs.cannot_harness,Cannot harness %s FE from the Fortron field.,フォートロンフィールドから%sFEを利用できません。,translated
info.mffs.coercion_deriver.mode.derive,Derive,導出,translated
info.mffs.coercion_deriver.mode.integrate,Integrate,統合,translated
info.mffs.field_permission.bypass_confiscation,Bypass Confiscation,没収をバイパス,translated
info.mffs.field_permission.bypass_confiscation.tooltip,Allows the player to bypass the Interdiction Matrix confiscation.,プレイヤーがインターディクション・マトリックスの没収をバイパスできます。,translated
info.mffs.field_permission.bypass_defense,Bypass Defense,防御をバイパス,translated
info.mffs.field_permission.bypass_defense.tooltip,Allows the player to bypass Interdiction Matrix restrictions.,プレイヤーがインターディクション・マトリックスの制限をバイパスできます。,translated
info.mffs.field_permission.configure_security_center,Configure Security,セキュリティ設定,translated
info.mffs.field_permission.configure_security_center.tooltip,Allows the player to configure the Biometric Identifier.,プレイヤーがバイオメトリック識別装置を設定できます。,translated
info.mffs.field_permission.place_blocks,Place Blocks,ブロック配置,translated
info.mffs.field_permission.place_blocks.tooltip,Allows the player to place and break blocks.,プレイヤーがブロックを配置・破壊できます。,translated
info.mffs.field_permission.remote_control,Remote Control,リモートコントロール,translated
info.mffs.field_permission.remote_control.tooltip,Allows the player to use the remote control within defensive region.,プレイヤーが防御領域内でリモートコントロールを使用できます。,translated
info.mffs.field_permission.use_blocks,Use Blocks,ブロック使用,translated
info.mffs.field_permission.use_blocks.tooltip,Allows the player to interact and open GUIs in blocks.,プレイヤーがブロックと対話しGUIを開くことができます。,translated
info.mffs.field_permission.warp,Warp,ワープ,translated
info.mffs.field_permission.warp.tooltip,Allows the player to walk through and bypass force fields.,プレイヤーがフォースフィールドを通り抜けてバイパスできます。,translated
